company_name,country,job_description,job_field,job_title,job_type,non_remote_location,post_date,rating,salary
Humana,USA,  Utilize approved change management and project management processes in accordance with Humana Government Business procedures.,software engineer,Software Engineer 2,full-time,"Remote in Louisville, KY 40202+20 locations",2022-08-16,3.6,
Discord,USA,"  New York City residents only: Minimum salary of $214,000/year + equity and benefits*Note: Disclosure as required by NYC Pay Transparency LawColorado residents…",software engineer,Staff Software Engineer - Communities,undefined,+4 locationsRemote,2022-07-17,4.4,214000
Microsoft,USA,"  You will have opportunities to work on multiple layers of the technology stack, ranging from customer-focused user experience work, building scalable…",software engineer,Software Engineer I/II,full-time,"Redmond, WA 98052 (Overlake area)+97 locations",2022-08-10,4.2,
Maryland Courts,USA,  Serve as peer reviewer/writer in unit tests (java) and manually for code debugging purposes. Experience: Three (3) years of professional work experience in…,software engineer,Software Engineer I,undefined,"Annapolis, MD",2022-08-16,3.2,101012
"Twitch Interactive, Inc.",USA,"  Develop features and care for the final user experience. Work with engineers, product managers, designers, and other collaborators to build Moderation products.",software engineer,Software Engineer - Channel Moderation,full-time,"San Francisco, CA+126 locations",2022-07-17,3.5,
Zebra Technologies,USA,"  Performs system integration of software and hardware to maintain throughput and program consistency. Analyzes, develops, designs, and maintains software for the…",software engineer,"Software Engineer, I",undefined,"Remote in Holtsville, NY 11742+9 locations",2022-08-16,3.8,62500-93800
Nintendo of America Inc.,USA,  Internship at a software development company preferred. May assist in tool development with other engineers. Ability to read and debug other engineers’ code.,software engineer,Software Engineer I (NST),,"Redmond, WA+9 locations",2022-07-17,4.0,
TransPerfect,USA,"  Support software life-cycle, to include design, developing and testing under. Zero – two years of experience in software development and testing.",software engineer,Junior Software Engineer,full-time,"New York, NY+4 locations",2022-07-17,3.5,
Medallion,USA,  Work closely with senior engineers on technical architecture and project planning. You will work closely with senior members of the team on a variety of high…,software engineer,New Graduate Software Engineer,,"Remote in New York, NY 10011+3 locations",2022-07-17,4.0,
f5,USA,  F5 software engineers work closely on the delivery of loosely coupled software components and microservices integrated in public and private cloud architecture.,software engineer,2023 University Graduates - Software Engineer,full-time,"Seattle, WA+18 locations",2022-08-16,,
Vericast,USA,"  Coordinate with other engineering, analytics, and operations teams to build and improve our advertising products. Experienced in Scala, Python, or Java.",software engineer,Software Engineer I,full-time,+9 locationsRemote,2022-08-10,3.6,
Apple,USA,"  This is a core engineering role that requires you to be hands-on in coding, building and tuning highly scalable, distributed services that handle large volumes…",software engineer,Software Engineer (Early Career),,"Cupertino, CA+126 locations",2022-08-16,4.1,
Clubhouse,USA,"  You will work closely with our founders, ML Engineers, Data Scientists, Product Designers and other engineers to build recommendation systems, data pipelines…",software engineer,"Software Engineer, Discovery",full-time,+1 locationRemote,2022-08-16,4.2,
Nike,USA,"  Help design and build scalable software solutions to implement and integrate new technologies. Develop, code, configure, and test applications, systems and…",software engineer,Software Engineer,full-time,"Boston, MA 02116 (Back Bay area)+36 locations",2022-08-16,4.1,
Abbott Laboratories,USA,  Experience in applications programming and/or software development of embedded systems for safety critical products is a plus.,software engineer,Embedded Software Engineer Openings,full-time,"Alameda, CA+8 locations",2022-08-16,3.9,
Hewlett Packard Enterprise,USA,"  Participates as a member of project team of other software systems engineers and internal and outsourced development partners to develop reliable, cost…",software engineer,Early Career Networking Software Engineer,full-time,"Roseville, CA 95747+19 locations",2022-08-16,3.8,
BankUnited,USA,"  Perform a supporting engineering role in implementing new cloud projects. Assist in the automation of infrastructure provisioning to standup servers, install…",software engineer,Junior Cloud Engineer,full-time,"Miami Lakes, FL 33016",2022-07-17,3.6,
Code.org,USA,"  Experience working independently on software projects, including the ability to break down project work into smaller features and communicate status updates…",software engineer,Software Engineer (all levels),full-time,"Remote in Seattle, WA 98101+3 locations",2022-07-17,4.9,
Daxko,USA,  1-month paid sabbatical every 5 years. Professional experience in software engineering or another relevant field. No professional experience is required.,software engineer,Entry-level Software Engineer,full-time,"Augusta, GA 30907 (West Side area)",2022-08-07,3.2,
Fitch Group,USA,  Liaise with users and colleagues globally for the development and support of the software. Familiar with enterprise software development in JAVA or Javascript.,software engineer,Appian Software Engineer,,"New York, NY+19 locations",2022-08-16,,
Milliman,USA,"  Git • CSS, Javascript frameworks, HTML(5) • Python and Django • PHP • Ruby • Objective C (iOS) or Swift • . Work with staff to understand project requirements.",software engineer,Junior Software Engineer - Indianapolis Health,full-time,"Indianapolis, IN 46204 (Downtown area)+5 locations",2022-08-16,3.6,
WSP,USA,  Proficient performance with standard office software and tools. Assists in the preparation of standard reports and technical work.,software engineer,Junior Software Engineer,undefined,"Hybrid remote in Denver, CO",2022-07-17,3.8,46700-87900
Risk Management Solutions (RMS),USA,"  Design, develop and maintain high-performance risk analytics, enterprise application designs, and software infrastructure using object-oriented design and…",software engineer,Staff Software Engineer,undefined,+16 locationsRemote,2022-08-16,3.1,108000-130500
Tilt,USA,"  Actively participating throughout the product life cycle - from idea generation, design, prototyping to execution and shipping.",software engineer,Frontend Software Engineer,undefined,Remote,2022-07-27,3.7,120000-160000
Under Armour,USA,"  The Under Armour QA Engineer will be embedded within a project or feature team to take initiative and proactively execute quality best practices, quality…",software engineer,Software Quality Engineer - Commerce Services - REMOTE,,+1 locationRemote,2022-08-01,3.8,
Capgemini,USA,"  With its strong 50-year heritage and deep industry expertise, Capgemini is trusted by its clients to address the entire breadth of their business needs, from…",software engineer,Application Software Engineer (entry level),,"Austin, TX+4 locations",2022-08-05,3.8,
Offchain Labs,USA,  Porting contracts to Arbitrum requires no code changes or downloads since it’s compatible with existing Ethereum developer languages and tooling.,software engineer,Software Engineer,full-time,+2 locationsRemote,2022-07-17,,
Community Tech Alliance,USA,"  ReactJS, Webpack, and other modern client-side tooling. We use this tooling to empower our progressive organization partners to help them run effective…",software engineer,Frontend Software Engineer (Full-time or Contract),undefined,Remote,2022-07-17,,130000-155000
Albers Aerospace,USA,"  Execute large, complex software project initiatives with minimal oversight or direction. Critique design efforts including software architecture, requirements…",software engineer,Senior Software Engineer,undefined,"Remote in Amarillo, TX 79111+1 location",2022-08-16,,90000-110000
Intel,USA,"  Intel also offers employees five bonuses per year dependent on overall company and personal performance, and an employee stock purchase program.",software engineer,Software Engineer,full-time,"Hybrid remote in Atlanta, GA 30305+32 locations",2022-08-14,4.1,
Docmation,USA,  The position has a competitive pay along with a great learning potential as the job will involve extensive on-project experience on various SFDC products such…,software engineer,Software Engineer Apprentice,apprenticeship,"Norcross, GA 30071",2022-07-17,4.2,
FCA,USA,  Build cloud based REST APIs and micro services using serverless cloud technologies. Strong written and oral communication skills.,software engineer,Junior Software Engineer,,"Auburn Hills, MI 48326+11 locations",2022-08-13,4.0,
Braintrust,USA,"  As the first decentralized talent network, our revolutionary Web3 model ensures the community that relies on Braintrust to find work are the same people who own…",software engineer,Frontend Engineer [REMOTE],undefined,"Remote in San Francisco, CA+17 locations",2022-08-16,4.5,60-70
wepay,USA,  Gain real-world experience working side-by-side with a team of amazing engineers in a supportive learning environment for competitive pay.,software engineer,Software Engineer - Apprentice,apprenticeship,"Remote in Palo Alto, CA+8 locations",2022-07-17,4.0,
Blizzard Entertainment,USA,  Experience with public cloud providers. Bachelor’s degree in Computer Science or related field; or equivalent experience.,software engineer,Associate Software Engineer (Open to Remote),,"Remote in Irvine, CA 92618+45 locations",2022-07-17,3.9,
EMC Insurance,USA,  You will modify existing software packages to meet unique company needs and configurations. Guides product teams about access control and security for various…,software engineer,Software Engineer III,full-time,+1 locationRemote,2022-08-16,3.8,
Columbia Sportswear Company,USA,"  Use logical problem solving to deconstruct issues and requirements, facilitating resilient solution delivery.",software engineer,Software Engineer / Full Stack Developer,full-time,"Portland, OR 97229+2 locations",2022-08-13,3.7,
Audere,USA,"As a Software Engineer on the Frontend team at Audere, you will contribute to the next generation mobile applications that help community health workers in…",software engineer,"SOFTWARE ENGINEER, FRONTEND",,"Seattle, WA 98101 (Downtown area)+1 location",2022-07-17,,
Northwestern Mutual,USA,"  You will have the opportunity to work with innovative cloud tools, pioneer new approaches to automation and support a world class tech organization in their…",software engineer,Software Development Engineer - NodeJS,,"Milwaukee, WI+17 locations",2022-08-16,3.8,
Two Barrels,USA,"  Flexible time off after 5 years!). Experience with current software development languages such as Ruby, Python, Java, or Rust, etc.",software engineer,Junior Software Engineer,undefined,"Spokane, WA+2 locations",2022-07-21,,75000
EnergyBot,USA,  Develop quality software and web applications. Analyze and maintain existing software applications. 1+ years of relevant software development experience.,software engineer,Junior Software Engineer,full-time,"Dallas, TX",2022-08-16,,
Netflix,USA,  We are looking for a software engineer to build and operate production quality systems at Netflix scale for detection and prevention across the fraud landscape.,software engineer,"Software Engineer, Customer Trust",,+9 locationsRemote,2022-07-22,3.9,
Amazon.com Services LLC,USA,  We require our full-time software developers to be able and willing to mentor exceptionally capable young developers. Ability to work min 16 hours week.,software engineer,Jr. Software Dev Engineer,full-time,"Detroit, MI+3 locations",2022-07-17,3.5,
"Vizient, Inc.",USA,"  Resolve application defects (debugging and bug cycle support). They will code, test, debug, and deliver software in a team-based environment.",software engineer,Associate Software Engineer,undefined,"Cape Girardeau, MO 63703+19 locations",2022-08-16,3.7,47800-76300
Intel,USA,"  3+ months of experience in object-oriented software design and development. As a Software Application Development Engineer, you will partner with process…",software engineer,Software Application Development Engineer,full-time,"Hybrid remote in Phoenix, AZ 85018+1 location",2022-08-13,4.1,
PayPal,USA,"  Software engineers in Compliance platform will work as part of scrum team with other engineers, product owners and deliver solutions on a scalable platform.",software engineer,Software Engineer 1,full-time,"San Jose, CA+125 locations",2022-07-17,3.9,
Leidos,USA,"  As part of the Software Factory team, design, develop, troubleshoot, and debug mission critical software source code using modern software development languages…",software engineer,"Software Engineer, Associate",undefined,"Bellevue, NE 68005+126 locations",2022-08-16,3.7,50700-105300
"JPMorgan Chase Bank, N.A.",USA,"  Understanding of software skills such as business analysis, development, maintenance, and software improvement. BS/BA degree or equivalent experience.",software engineer,Software Engineer,full-time,"Jersey City, NJ+126 locations",2022-08-15,3.8,
Intone Networks,USA,  This is supporting their Sentinel product which is a cloud platform with multiple product offerings which provide data and tools to build applications for…,software engineer,Software Engineer,contract,+84 locationsRemote,2022-07-17,4.2,
Community Tech Alliance,USA,  Our suite of software tools will require engineers to build out significant portions of our data warehouse and pipelines using industry standard tools and…,software engineer,Software Engineer,undefined,+2 locationsRemote,2022-07-17,,130000-155000
Zanbato,USA,"  Weekly 10% time to devote to a new skill or side project. Take ownership and head your own project in your first 8 weeks, coordinating with other engineers and…",software engineer,Full Stack Software Engineer,,"Mountain View, CA",2022-08-16,,
Postman,USA,"  Conceptualize, build and experiment with new products that will impact millions of people around the world. The Labs product vertical was set up in early 2021…",software engineer,"Software Engineer, Multi-protocol",,+3 locationsRemote,2022-08-16,,
Abbott Laboratories,USA,"  On a 24-hour “on call basis” (rotating between other department employees), provides technical support services (once every two months for one week).",software engineer,"Software Engineer I, Remote Care Operations",full-time,"Remote in Sylmar, CA+12 locations",2022-08-12,3.9,
Spotify,USA,"  You preferably have experience with data pipeline tools like Apache Beam and cloud platforms like GCP or AWS. Global parental leave, six months off - fully paid…",software engineer,"Machine Learning Engineer, Creator Studio",,"Remote in New York, NY+5 locations",2022-07-17,4.3,
Google,USA,"  We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…",software engineer,"Software Engineer III, Google Play",full-time,"New York, NY (Chelsea area)+79 locations",2022-08-16,4.3,
Samsung Electronics,USA,  Provide leadership and motivation to project team members throughout the project life cycle and confer with project staff to outline work plan.,software engineer,Software Analysis Engineer,full-time,"Austin, TX 78754+17 locations",2022-08-10,4.0,
FIS Global,USA,"  Participating in software design meetings to determine technical requirements. Designing, programming, debugging and modifying software enhancements.",software engineer,Software Engineer II,full-time,"Milwaukee, WI 53224 (Calumet Farms area)+38 locations",2022-08-16,3.4,
LOCKHEED MARTIN CORPORATION,USA,"  Applies the appropriate standards, processes, procedures, and tools throughout the development life cycle. You will also work collaboratively in product teams…",software engineer,Software Engineer - Early Career,full-time,"Hybrid remote in Littleton, CO 80125+126 locations",2022-08-08,4.0,
Intuit,USA,"Overview Our formula for innovation begins with agile, cross-functional teams that welcome diverse perspectives and embrace collaboration. Inspirational…",software engineer,Backend Software Engineer 2,,"Mountain View, CA 94043+9 locations",2022-07-17,4.2,
TriMedx,USA,  May design framework and software standards and make suggestions for systems / software improvements. 2+years of experience in software coding and development.,software engineer,Software Engineer/Python,full-time,Remote,2022-07-20,3.0,
Western Digital,USA,  An employee’s pay position within the salary range may be based on several factors including but not limited to (1) relevant education; qualifications;…,software engineer,"New College Grad Engineer, Software Engineering",full-time,"Remote in Rochester, MN 55906+3 locations",2022-07-21,3.8,
Home Depot / THD,USA,  Exposure to source code version control. Exposure to an object-oriented programming language (preferably Java). Must be eighteen years of age or older.,software engineer,Software Engineer (Remote),undefined,"Remote in Atlanta, GA 30301+38 locations",2022-07-21,3.7,50000-130000
Resmatic Inc.,USA,"  Hand-write basic, clean html code on a contract basis. This is a contract ""as-needed"" position that requires that you be reachable during normal business hours.",software engineer,html Coder,,"Remote in Sebastopol, CA 95472",2022-07-17,,
NCR,USA,"  O English communication, written and oral, must be of a very high standard to support the various regions/countries. O Problem Solving/Decision Making.",software engineer,Software Support Engineer I,full-time,"Atlanta, GA+1 location",2022-07-17,3.5,
BOEING,USA,  Applicable and appropriate educational/certification credentials from an accredited institution and/or equivalent experience is required.,software engineer,Entry Level Simulation Software Engineer,,"Hazelwood, MO+126 locations",2022-07-17,3.9,
Workforce Opportunity Services,USA,  Works to achieve day-to-day objectives with moderate impact on work area. Phase 1 - Training (5 Weeks): Effectively uses code version control systems such as…,software engineer,Associate Software Engineer,undefined,"Berlin, CT+4 locations",2022-07-28,3.4,30
Discord,USA,  You have successfully led a reasonable sized project with a group of 4+ engineers. You have 7+ years of software development experience.,software engineer,Staff Software Engineer - Experimentation Platform,undefined,"Remote in San Francisco, CA 94107+1 location",2022-08-04,4.4,214000
"Turnitin, LLC",USA,"  2+ years professional software engineering experience working with modern JavaScript frameworks such as Angular, React, Vue, Backbone, or Ember developing…",software engineer,Frontend Software Engineer (USA Remote),full-time,"Remote in Dallas, TX+2 locations",2022-07-29,3.9,
Under Armour,USA,"  You likely have a degree in Computer Science or similar field, or equivalent real-world experience. Execute full lifecycle software development.",software engineer,Sr. Software Engineer - Backend - REMOTE,,Remote+1 location,2022-08-15,3.8,
Schlumberger,USA,  The position reports to the software project manager. Experience with test driven software development. Develops and maintains new or improved software products…,software engineer,Front End Software Engineer,,"Houston, TX+1 location",2022-07-21,4.0,
Conduent,USA,"  Interacts with software developers, business analysts during the test cycle to keep team members accurately updated on defects and confirm prioritization for…",software engineer,Software Testing Engineer,undefined,+2 locationsRemote,2022-07-17,2.7,62.37
SchoolMint,USA,"  Understanding of object oriented design principles. 401k (with a 90-day waiting period). The Software Engineer will, under the direction of the senior engineers…",software engineer,Junior Javascript Software Engineer,,"Remote in New Orleans, LA 70113+1 location",2022-08-11,,
Audible,USA,"  Knowledge of professional software development life cycle best practices, including coding standards, code reviews, source control management, continuous…",software engineer,"Software Development Engineer, Backend",full-time,"Hybrid remote in Cambridge, MA+4 locations",2022-08-16,4.1,
Bayzat,USA,"  Solid understanding of the full mobile development life cycle for both iOS and Android. Writing clean, readable and testable code.",software engineer,Software Engineer (Mobile/Flutter) - Remote,full-time,+1 locationRemote,2022-07-17,,
Dell Technologies,USA,"  Develop, test, and integrate code for new or existing software while following source code revision control. Drive idea generation for new software products or…",software engineer,Full Stack Software Engineer 1 - APEX offer Engineering,,"Seattle, WA+82 locations",2022-08-09,4.0,
Under Armour,USA,"  Document and maintain software functionality. Identify, prioritize and execute tasks in the software development lifecycles. BS in CS or equivalent experience.",software engineer,Sr. Software Engineer - Content (REMOTE),,Remote,2022-08-13,3.8,
Shazam.net,USA,"  Understanding of Object-oriented programming concepts. We’re in need of an Object-Oriented Software Engineer. Develop solutions using C++, Python, and/or ACE.",software engineer,Software Engineer OLTP (Remote Work Flexibility),undefined,"Johnston, IA+1 location",2022-08-06,,74500-105100
Included Health,USA,"  Knowledge in software engineering and operating with AWS services. Implement and operate components of our distributed system on a modern, scalable Scala/Java…",software engineer,Software Engineer,undefined,"San Francisco, CA 94111 (Financial District/South Beach area)+3 locations",2022-07-17,3.4,148716
Quantumsoft Solutions,USA,  This worker is being sought in the occupational classification of Software Engineer (15-1132).,software engineer,Software Engineer,undefined,"Fremont, CA 94536 (Parkmont area)+1 location",2022-07-17,,70
Ramp Financial,USA,  Inspire and mentor less experienced engineers and interns. Professional experience with one or more object-oriented programming languages.,software engineer,Software Engineer - Frontend,,"Remote in New York, NY+2 locations",2022-07-17,,
Syndio,USA,"  You will deliver scalable engineering solutions and transform thoughtful, consistent designs into world-class applications and user experiences that ensure…",software engineer,"Senior Software Engineer, Frontend",undefined,+5 locationsRemote,2022-08-11,,151000-177000
The Church of Jesus Christ of Latter-day Saints,USA,"  Clear and accurate written communication skills and great attention to detail. Familiarity with applicable software, computer languages, and code to perform the…",software engineer,Software Dev Engineer 1 - FamilySearch DPT Team,full-time,"Lehi, UT 84043+13 locations",2022-07-22,4.7,
Parsons,USA,"  Minimum 5 years software engineering experience. Develop scalable web-based data visualization and analytic platforms using Java, JavaScript (TypeScript), React…",software engineer,Cloud Software Engineer,undefined,+4 locationsRemote,2022-08-16,3.9,98800
Honeywell,USA,  2+ years of real time embedded software experience. Understanding various software development lifecycle. Analytical skills &amp; software development skills.,software engineer,Software Engineer II - HYBRID,,"Aguadilla, PR 00604+19 locations",2022-08-16,3.7,
RELX,USA,"  Basic knowledge of software development methodologies (e.g., Agile, Waterfall). Must be commutable to Gainesville, Florida for this hybrid role.",software engineer,Software Engineer-Entry Level,,"Gainesville, FL+53 locations",2022-07-17,4.0,
GovOS,USA,"  Managing cloud resources (especially AWS, Azure, Google Cloud Platform). Create productive developer workflows (especially using automation).",software engineer,Entry Level DevOps Engineer,full-time,"Austin, TX+2 locations",2022-08-16,,
Popmenu,USA,  You have great communication skills and can collaborate across departments and have some experience managing partner expectations. Tests are part of your code.,software engineer,Support Software Engineer,undefined,"Remote in Atlanta, GA 30339",2022-08-12,3.7,85000-95000
Secureworks,USA,"  We build performant GraphQL APIs using Golang and Kubernetes for different features of our product, creating and reviewing designs for new projects, building…",software engineer,Software Engineer - Platform Engineering- Secureworks- 100%...,internship,"Remote in Washington, DC+4 locations",2022-08-05,3.6,
MoneyGram,USA,  Engages with system users and business analysts to identify system enhancements and/or new applications to meet business needs. Unit tests to ensure accuracy.,software engineer,Software Engineer III,full-time,"Dallas, TX 75206 (Upper Greenville area)+4 locations",2022-08-16,3.7,
KBR,USA,  KBR (Mission Integration Programs) is seeking Software Engineers for long term employment to develop breakthrough products and innovative software applications…,software engineer,Junior Software Engineer,full-time,"Carlsbad, CA+31 locations",2022-07-31,4.1,
Paramount+,USA,  Work with other engineers to maintain and evolve our video encoding platform. On call experience using PagerDuty (or similar products).,software engineer,Software Engineer (REMOTE),full-time,"Remote in New York, NY 10016+9 locations",2022-07-28,3.9,
Integrated Financial Settlements Inc,USA,"  This position works as part of software engineering team responsible for collaborating with product owners, data architects, stakeholders, and fellow software…",software engineer,Software Engineer_C#,undefined,"Remote in Englewood, CO 80111",2022-07-17,,85000-95000
Syndio,USA,"  Software Engineering experience, with an emphasis on scalable and maintainable cloud-based technology platforms (we use Python &amp; Go).",software engineer,"Software Engineer, Backend",undefined,+3 locationsRemote,2022-08-05,,115000-156000
Humanity,USA,"  Candidate should also have some working experience on server side technologies either in python or Java. Client-side scripting, JavaScript frameworks and JQuery…",software engineer,CSS &amp; HTML Developer,contract,"Remote in Myrtle Point, OR 97458+2 locations",2022-07-17,4.2,
Schlumberger,USA,"  The position reports to the software project manager. Experience with test driven software development. Development of all server-side logic, definition and…",software engineer,Back End Software Engineer,,"Houston, TX+2 locations",2022-07-21,4.0,
Parsons,USA,"  As part of a high-performing team, you’ll deliver exceptional client service and participate in building scalable and robust software solutions.",software engineer,Jr/Mid Full Stack Software Engineer,undefined,+71 locationsRemote,2022-08-03,3.9,138400
Quantcast,USA,  You will be responsible for the day-to-day product operations. You will collaborate with Product &amp; Business Operations teams to translate business requirements…,software engineer,Software Engineer - New College Graduate,full-time,"Hybrid remote in San Francisco, CA 94103+1 location",2022-08-11,3.4,
Certara,USA,"  Detail-oriented with exceptional follow-through and superior organizational skills. Ability to communicate with technical teams (e.g., developers and engineers)…",software engineer,Software Engineer,full-time,+1 locationRemote,2022-08-16,4.2,
Jacobs,USA,"  Contribute on a team of skilled engineers designing, building and maintaining thoroughly tested and stable software using a Scaled Agile Framework (SAFE).",software engineer,Software Engineer 1,full-time,"Hudson, NH 03051+56 locations",2022-07-17,3.9,
Drift,USA,  Are considered an expert of a server side programming language (Java8/ Java11). Engineers who enjoy driving best practices by facilitating code reviews and…,software engineer,Staff Software Engineer,internship,+1 locationRemote,2022-07-17,4.3,
Space Dynamics Laboratory,USA,  The student will test computer-imaging software and web-based applications by validating that existing software defects have been fixed and will also find new…,software engineer,Student: Software Test Engineer Assistant,full-time,"Logan, UT 84341+2 locations",2022-08-09,4.4,
"Sony Pictures Entertainment, Inc.",USA,  Experience designing and developing real-time software. Experience with Python and similar languages. Knowledge of computer vision and machine learning.,software engineer,Software Engineer – R&amp;D,full-time,"Culver City, CA+1 location",2022-07-17,4.1,
Omnicell,USA,  Experience in software development using Java. Create unit tests to help ensure code quality throughout the application’s life cycle.,software engineer,"Engineer I, Software (Remote)",,"Remote in Raleigh, NC+7 locations",2022-08-16,3.5,
Tilt,USA,  Experience or equivalent experience building scalable production applications using python/django. Create clean abstractions for performant services that will…,software engineer,Backend Software Engineer,undefined,Remote,2022-07-27,3.7,130000-160000
Visa,USA,  Familiarity with software testing principles. Solid understanding of software engineering concepts and methodologies.,software engineer,Junior Software Engineer,full-time,"Hybrid remote in Foster City, CA+108 locations",2022-07-28,3.9,
Lucit,USA,  Develop front end experiences for our users. Review app metrics and usage.,software engineer,Entry Level Software Engineer,,"Remote in Bismarck, ND",2022-07-17,,
Comcast,USA,  Participating in software release and deployment activities. Responsible for planning and designing new software and web applications.,software engineer,Comcast Cybersecurity: Associate Frontend Software Engineer...,full-time,"Philadelphia, PA 19103+4 locations",2022-08-14,3.7,
Boston Consulting Group,USA,"  Software Engineer, augmenting the existing Software Engineering team and helping to build and maintain Retail Catalyst, a cloud-based big data analytics…",software engineer,Junior Software Engineer - GAMMA,,"Chicago, IL+58 locations",2022-07-17,4.2,
BairesDev,USA,  Manage the automation testing activities of our software solutions. Evaluate current testing processes and methodologies to support the QA team in an efficient…,software engineer,Software Development Engineer in Test - Remote Work,,"Remote in Los Angeles, CA",2022-08-06,4.4,
Universal Music Group,USA,"  Work with data scientists, data engineers, machine learning engineers, &amp; DevOps engineers to identify &amp; implement improvements to the core platform codebase to…",software engineer,Software Engineer,,+4 locationsRemote,2022-07-17,4.1,
Philips,USA,"  Strong understanding of object-oriented software development concepts and methodologies. Understanding of Design and implementation of scalable, secure cloud…",software engineer,"Co-op – Software Engineer – Cambridge, MA – Spring 2023",full-time,"Hybrid remote in Cambridge, MA 02141+5 locations",2022-08-13,4.0,
Lenovo,USA,"  On a day-to-day basis, this candidate will be responsible for supporting Lotus Notes applications that Lenovo’s world-wide services engineers use for managing…",software engineer,Software Engineer - Lotus Notes (Remote),full-time,"Remote in Morrisville, NC+1 location",2022-07-28,3.9,
Saks,USA,  Collaborate with other engineers and help evaluate and implement 3rd party libraries to make the user and developer experience better.,software engineer,"Software Engineer, Web Applications",,"New York, NY 10281 (Battery Park area)+4 locations",2022-08-12,3.6,
Global Payments,USA,"  Engineers, almost literally, make the world go round; they definitely make the world of fintech go round. Demo and showcase your work for colleagues and members…",software engineer,Software Engineer Level I,full-time,"Alpharetta, GA 30005+35 locations",2022-07-17,3.4,
Tidelift,USA,"  We are (and have been) remote-first from day 1. And of course, there is JavaScript on the frontend. $140,000 per year base salary.",software engineer,Software Engineer,undefined,"Remote in Boston, MA+3 locations",2022-07-17,,140000
Delta,USA,"  Technical definition and implementation for analytics, error logging/tracking, and other critical functional customer interactions on delta.com.",software engineer,Associate Software Development Engineer,,"Atlanta, GA+21 locations",2022-08-12,4.2,
Manhattan Associates,USA,"  You will work on an agile/scrum team to design, document, develop, and deliver features of a continuously updated cloud supply chain application.",software engineer,Software Engineer - Campus - Fall 2022,full-time,"Atlanta, GA+5 locations",2022-08-16,3.6,
ServiceNow,USA,  Follow an agile scrum process to iteratively design and build high quality software. 0-2+ years of experience with Java or a similar OO language.,software engineer,Software Engineer,full-time,"Santa Clara, CA 95054+65 locations",2022-07-17,3.6,
Space Dynamics Laboratory,USA,  Must be a US citizen and be able to obtain and hold a US government security clearance. Previous software development experience (Internship or otherwise).,software engineer,Entry Level Full Stack Software Engineer,full-time,"Logan, UT 84341+3 locations",2022-08-10,4.4,
Qcom,USA,"  Writes code for well-defined features, drivers, and APIs using different languages (e.g., shader languages, C++, perl, java, python) as directed.",software engineer,Graphics Software Engineer,full-time,"San Diego, CA 92154 (Otay Mesa area)+41 locations",2022-08-16,4.1,
Henry Schein,USA,  Mentor more junior software engineers in regard to best practices of a specific programming language with a basic ability to explain technical concepts in…,software engineer,Software Engineer II,full-time,"American Fork, UT 84003+3 locations",2022-08-13,3.5,
Harmonic Inc.,USA,"  B Sc. in computer science, software engineering or equivalent. Work with complex embedded system. Gather automation requirements from peers in software and…",software engineer,Software QA Automation Engineer - PON (Remote-US),full-time,"Remote in New York, NY 10007+8 locations",2022-08-16,3.3,
Biofire Technologies,USA,"  Delivering on defined requirements will be a vital part of your role, but you will also be expected to bring a passion for solving novel problems, proactively…",software engineer,Software Engineer,undefined,"Broomfield, CO+1 location",2022-07-17,,100000-175000
JPL/NASA,USA,"  Some experience with a wide variety of AWS cloud services. Keen interest in learning all aspects of information technology from unix system, networking, storage…",software engineer,Software Systems Engineer I,full-time,"Pasadena, CA 91109+4 locations",2022-07-22,4.3,
RoundingWell,USA,  We’re on mission to engineer a platform of flexible building blocks that supports care management teams and their workflows.,software engineer,Front-end Software Engineer,,Remote,2022-07-17,,
JetInsight,USA,  A history of shipping production-quality software. Architecting scalable solutions for new products and major product enhancements.,software engineer,Software Engineer,,"San Mateo, CA",2022-07-17,,
CompuGroup Medical,USA,"  Competitive salary with lots of great benefits like Medical, Vision and Dental plan, 401k, Voluntary Life, Disability Insurance and Group Life.",software engineer,Junior Software Engineer,,"Austin, TX+10 locations",2022-07-17,2.7,
Treasure Technologies,USA,  Ship your software daily and see how your work directly impacts the business and our customers. Pair with Treasure’s top tier engineers in peer reviews and…,software engineer,Staff Frontend Software Engineer,full-time,+2 locationsRemote,2022-08-13,,
Splunk,USA,"  Comfortable with command-line applications, source control, testing frameworks, continuous integration and other aspects of developing in large, distributed…",software engineer,"Software Engineer, Frontend (Remote)",undefined,"Remote in San Jose, CA 95131+5 locations",2022-07-17,4.2,95000
Digital Trike,USA,You’re not interested in simply writing code. You take ideas and turn them into market-leading products. From innovative code-rich features to heavy natural…,software engineer,Software Engineer,,"South Jordan, UT 84095",2022-07-17,,
RELX,USA,  Develop scalable and maintainable code. Our AI assistant guides homeowners through scanning their home using their smartphone’s camera and our proprietary…,software engineer,"Remote Software Engineer, Backend",full-time,"Remote in Alpharetta, GA+8 locations",2022-08-11,4.0,
Intel,USA,"  Relevant industry experience, such an software-related internships. Evangelizes software tools and technologies to the ecosystem to enable and support Intel…",software engineer,Software Application Engineer,full-time,"Hybrid remote in Folsom, CA 95630+4 locations",2022-08-12,4.1,
Albertsons Companies,USA,  Experience using Jenkins (or similar continuous integration tools) and GitHub (or similar source code management systems).,software engineer,Software Engineer,full-time,"Plano, TX 75024+16 locations",2022-08-16,3.6,
