company_name,country,job_description,job_field,job_title,job_type,non_remote_location,post_date,rating,salary
Deloitte,AUSTRALIA,"  Learning on the job through hands on coaching, feedback and development opportunities, you will get exposure to solving technical accounting matters, using data…",data analyst,Analyst | External Audit - ASX Listed | Melbourne,,Hybrid remote in Melbourne VIC 3000,2022-08-10,3.9,
Redbubble,AUSTRALIA,  Ability to support data driven insights through qualitative data and desktop research. Build and maintain dashboards and other data tools that the Strategy and…,data analyst,Senior Data Analyst,,Melbourne VIC,2022-08-08,4.2,
Atlas Technology Solutions,AUSTRALIA,"  Understanding disparate data sources and Ecommerce, Operational Performance, Social Commerce, Social Media toolsets for collating data through their interface…",data analyst,Market Performance Analyst,,Sydney NSW,2022-07-30,,
Computershare,AUSTRALIA,"  Analysing documents to determine testing requirements, testing scope and test data. Designing, developing, and documenting comprehensive testing plans, test…",data analyst,Test Analyst,,Temporarily Remote in Melbourne VIC,2022-07-17,3.4,
Australian Pharmaceutical Industries,AUSTRALIA,"  Proven ability to accurately diagnose business problems/opportunities based on process and data analysis. Reporting to the Process Optimisation Manager, will…",data analyst,Process Optimisation Analyst,,Camberwell VIC,2022-07-27,3.7,
EY,AUSTRALIA,"  Extract, validate, transform and load data from multiple data sources for deeper analysis. This is achieved by combining forensic investigation skills with…",data analyst,Senior Consultant- Forensics Data Analytics | Forensic &amp; Int...,undefined,Brisbane QLD 4000,2022-07-17,4.0,78000
Pinnacle,AUSTRALIA,"  The purpose of endeavourX is to bring the best of data, design and tech to make drinks experiences easy &amp; inspiring for everyone.endeavourX operates as cross…",data analyst,Business Analyst - Hotels Gamification,full-time,Darlinghurst NSW 2010,2022-08-06,,
EML,AUSTRALIA,"  Produce detailed business requirements, process maps and data analysis for complex applications and systems. Identify and recommend opportunities to improve the…",data analyst,Business Analyst,permanent,Remote in Sydney Central Business District NSW,2022-07-27,3.4,
Robert Half,AUSTRALIA,  Support management team with data and analysis. Support the management team in data and analysis. Coordinate data collection process for ad hoc requests.,data analyst,Business Analyst,undefined,Remote in Sydney NSW+2 locations,2022-08-10,3.9,50
Residential Tenancies Authority,AUSTRALIA,"  2+ years' experience in a similar role. Strong analytical, problem-solving and decision-making skills. Experience querying databases and using technologies in…",data analyst,Business Intelligence Developer,,Brisbane QLD,2022-07-30,3.3,
Talent International,AUSTRALIA,"  Provide input into data cleansing and data remediation activities. Experience eliciting and documenting business rules, data rules, and data requirements.",data analyst,Data Analyst - Data Migration &amp; Cleansing,undefined,Melbourne VIC,2022-08-09,4.4,700-800
EY,AUSTRALIA,"  Experienced in delivering modern data platform solutions, data governance, architecture frameworks and processes. Ideally, you’ll also have.",data analyst,"Senior Consultant, Data &amp; Analytics, Technology Consulting",undefined,Sydney NSW 2000,2022-07-17,4.0,90000
Aviva,AUSTRALIA,"  Our actions enable informed decision-making by providing credible, robust MI using the latest in business intelligence software. 21 volunteering hours per year.",data analyst,Commercial BI Analyst,,Perth WA,2022-07-29,3.8,
Melbourne Water,AUSTRALIA,"  In this role, you will be responsible for running reports, preparing data sets and visually representing people data in periodic (monthly, quarterly and yearly)…",data analyst,HR Systems &amp; Reporting Analyst,permanent,Melbourne VIC,2022-08-12,3.9,
Amzn Commercial Srvcs Pty Ltd,AUSTRALIA,"  You are degree qualified, with strong communication and analytical data skills. Prior experience in Retail, Consulting or Finance, managing multiple…",data analyst,2022/23 Brand Analyst,permanent,Sydney NSW,2022-07-17,3.5,
Macquarie Group Limited,AUSTRALIA,"  An understanding of data modelling, data governance and data architecture. Communicating data and technical requirements to relevant data specialists (such as…",data analyst,Business Analyst,permanent,Sydney NSW,2022-07-17,3.8,
Six Degrees Executive,AUSTRALIA,"  In this role, you will work with multiple data sources to understand brand and category performance, adding relevant context to develop strong consumer and…",data analyst,Insights Analyst,permanent,Melbourne VIC,2022-07-26,,
Susquehanna International Group,AUSTRALIA,  We teach our Graduate Quantitative Researchers to use their problem-solving skills and mathematical creativity to find solutions in competitive and constantly…,data analyst,Graduate Quantitative Researcher/Analyst (PHD) - Start Dec 2...,graduate,Sydney NSW,2022-07-17,,
Vanguard,AUSTRALIA,"  Demonstrated experience in requirements gathering, data analysis and delivering insights that influence decision making.",data analyst,"Product Management Analyst, Superannuation",,Remote in Melbourne VIC,2022-07-17,,
Red Bull,AUSTRALIA,"  You will support the Sales Systems &amp; Insights Analyst on the end-to-end Business Intelligence process of data model creation, data analysis and reporting using…",data analyst,Business Intelligence Manager (m/w/d),permanent,Sydney NSW,2022-07-17,4.0,
MasterCard,AUSTRALIA,  Extensive experience in designing and building data structures / models for analytics solutions. Knowledge of Mastercard acquiring / merchant data products e.g.…,data analyst,"Consultant, Program Management (Data Analytics) – Deploy",full-time,St Leonards NSW,2022-08-03,4.0,
Accenture,AUSTRALIA,"  Demonstrated experience preparing data and building pipelines using streams of IoT data. Understanding of large-scale data sets, including both structured and…",data analyst,Tech Business Analyst,full-time,Sydney NSW,2022-07-17,4.0,
Mercer,AUSTRALIA,"  Understand, explore and document data controls, data sourcing and explore critical gaps analysis including understanding/defining data flows and sources.",data analyst,Business Data Analyst,full-time,Hybrid remote in Sydney NSW 2000,2022-07-17,,
Redbubble,AUSTRALIA,  Analytics practice: continuous improvement of our data capability. Ability to handle large and complex data sets using different applications as appropriate.,data analyst,Senior Product Data Analyst,,Melbourne VIC,2022-08-04,4.2,
AustralianSuper,AUSTRALIA,"  The areas of focus include investments, finance and operations and data. Technical business analyst experience, working on successful delivery of significant…",data analyst,Technical Business Analyst,full-time,Melbourne VIC,2022-08-06,3.0,
Adasa Sistemas,AUSTRALIA,"  The Business Analyst is a key liaison between our development team and our clients’ business and IT staff. The Business Analyst deals with the more tactical,…",data analyst,IT Business Analyst,undefined,Sydney NSW,2022-08-15,,130000-140000
Deloitte,AUSTRALIA,"  In this entry level role, you will assist in the preparation of a wide array of visas relating to Australian migration, with a focus oan business migration.",data analyst,Immigration Analyst,,Sydney NSW 2000,2022-08-02,3.9,
Hudson Australia,AUSTRALIA,"  5+ years' experience as a business analyst, preferable in a complex project or program environment. The Functional Business Analyst candidate will have a high…",data analyst,Functional Business Analyst - 100% Remote Role,contract,Remote in Brisbane QLD,2022-07-17,,
Aon Corporation,AUSTRALIA,  Advanced experience with SQL Server data manipulation and analysis. Analyzing client data to assess the exposure of a company to natural hazards.,data analyst,Catastrophe Research Analyst,,Hybrid remote in Sydney NSW 2000,2022-07-26,3.7,
Worley,AUSTRALIA,"  Flexible work arrangements including work from home, compressed work weeks, flexible hours etc. Employee benefits including salary continuance insurance,…",data analyst,Senior Cost Analyst,part-time,Geelong VIC,2022-07-17,3.9,
Accenture,AUSTRALIA,  Business and Technology Delivery Consultants and Managers. Implementation of the Core and Digital Banking System.,data analyst,Business Analyst / Business and Tech Delivery Consultant,full-time,Sydney NSW,2022-07-17,4.0,
ANZ Banking Group,AUSTRALIA,"  Focused on digital banking, the core of your work will be understanding our core banking systems and how they can service our customers’ digital banking needs.",data analyst,Technical Business Analyst,,Melbourne VIC,2022-08-10,4.1,
Bankwest,AUSTRALIA,  Deep dive into data and perform analysis that can be articulated through data outputs and visualisations. The Decision Support team are focused on deepening our…,data analyst,Senior Analyst (12 months ),full-time,Perth WA,2022-08-04,3.5,
Accenture,AUSTRALIA,"  As a Tech Business Analyst you will consult on client projects, providing functional oversight, coupled with strategic support and advise to ensure the…",data analyst,Technical Business Analyst,full-time,Brisbane QLD+5 locations,2022-07-17,4.0,
Great Southern Bank,AUSTRALIA,  Strong experience with SQL to solve analytical business problems or to build data products and ensure efficiency.,data analyst,Lead Technical Data Analyst,,Brisbane QLD,2022-08-13,3.5,
Morgan McKinley,AUSTRALIA,"  Further, you will play an important part in developing remediation data analytics capabilities and partner with stakeholders to evaluate risk, analyse data and…",data analyst,Data Analyst Lead,undefined,Remote in Sydney Central Business District NSW,2022-08-12,,800-1000
EY,AUSTRALIA,"  Worked in a similar Business Analyst position for at least 3-5 years with experience in data management, data governance and data strategy.",data analyst,Technical Business Analyst | Life Insurance | Data &amp; Analyti...,,Sydney NSW 2000,2022-07-17,4.0,
Westpac Group,AUSTRALIA,  Coach and support junior data products business analysts to help them develop their business analysts competencies.,data analyst,Data Product Business Analyst,full-time,Remote in Sydney NSW,2022-07-17,3.9,
Commonwealth Bank,AUSTRALIA,"  Perform current stage analysis, and document detailed data mapping, data definitions and transformation rules to help create technical requirements for data…",data analyst,Senior Technical Business Analyst - Data Transformation,full-time,Hybrid remote in Sydney Central Business District NSW,2022-08-02,4.0,
Macquarie Group Limited,AUSTRALIA,"  Experience in data mapping and data migration. Reporting through to a global team in the US, the role will be critical in ensuring a co-ordinated approach to…",data analyst,Technical Business Analyst - Sydney,permanent,Sydney NSW,2022-07-17,3.8,
AnglicareSA,AUSTRALIA,"  You will work across integration, data warehousing and troubleshooting. Ensure suitable reporting across a range of applications (including data warehouse and…",data analyst,Analyst Programmer,permanent,Remote in Hindmarsh SA,2022-08-16,3.6,
Westpac Group,AUSTRALIA,  Extracting and analysing data using data warehouse and database management software to conduct complex database queries and setting up automated processes for…,data analyst,SQL Analyst- Consumer Banking,permanent,Remote in Australia,2022-07-17,3.9,
Auto &amp; General Insurance,AUSTRALIA,"  Monitoring, interpreting and analysing trends in Travel insurance portfolio, policy and claims data. Excellent numerical and analytical skills to monitor and…",data analyst,Travel Underwriting Analyst,full-time,Toowong QLD,2022-07-17,3.8,
IDEXX,AUSTRALIA,  You will have outstanding analytical skills and a strong aptitude to take data from multiple sources and manipulate it to provide key insights which will drive…,data analyst,Financial Analyst Sr I - Ref Labs,full-time,East Brisbane QLD 4169,2022-07-17,3.4,
Commonwealth Bank,AUSTRALIA,"  Experience with relevant tools such as SAS, R and Python, conducting modelling, data manipulation and data visualization; On a day to day basis you will be:",data analyst,Credit Risk Analyst,full-time,Temporarily Remote in Sydney Central Business District NSW,2022-07-17,4.0,
ASG Group,AUSTRALIA,"  Analyse the problem statements, processes, systems and data, to build use cases and requirement documents to guide solution design, discover new solution…",data analyst,ACT - BUSINESS ANALYST (TIER L1-2),permanent,Remote in Canberra ACT,2022-07-26,2.3,
Hitachi,AUSTRALIA,  Hitachi Solutions has been recognized as the winner for the 2021 Microsoft Dynamics 365 Field Service Partner of the Year Award and also named a finalist for…,data analyst,Jr. Business Analyst: Dynamics 365 Finance,permanent,Temporarily Remote in Sydney NSW,2022-08-11,3.8,
Australian Competition &amp; Consumer Commission...,AUSTRALIA,"  The Regulatory branch is responsible for regulatory guidance, accreditation of data recipients, promoting compliance, enforcement &amp; exemptions.",data analyst,"Incident &amp; Problem Analyst, APS6, Consumer Data Right Divisi...",undefined,Adelaide Region SA,2022-08-12,,89541-100359
Advance Delivery Consulting (ADC),AUSTRALIA,  Interpreting the functional aspect of data &amp; reporting aspects of data. Present the data to business and the consumers of the data which qualifies the scope and…,data analyst,Data Analyst,,Victoria+1 location,2022-07-17,,
Carma,AUSTRALIA,  Work in close partnership with the service design and product design teams to embed data into the ideation process.,data analyst,Product Analyst,full-time,Sydney NSW,2022-07-17,,
CSR Group,AUSTRALIA,"  Analyse customer data and processes to identify improvement opportunities; Provide the Customer Service Manager with accurate, relevant and timely information…",data analyst,Business Analyst - Scoresby,permanent,Melbourne VIC,2022-07-26,3.4,
Linfox,AUSTRALIA,"  Experience using data to develop and implement continuous improvement opportunities. Proactively support the growth and development of the NDC operation, by…",data analyst,Business Analyst,full-time,Laverton North VIC,2022-08-06,3.7,
PwC,AUSTRALIA,"  Delivering crucial business insights to clients through data analytics and data visualisation. You are a confident data analyst with working knowledge of ETL,…",data analyst,Data Management and Analytics | Experienced Manager | Canber...,full-time,Canberra ACT,2022-07-17,4.0,
IT Alliance Australia,AUSTRALIA,"  Experience using and working with Microsoft Excel to analyse data and collate findings, including formulas, pivot tables and PowerQuery / PowerPivot.",data analyst,Data Analyst,,Canberra ACT,2022-07-26,,
Zurich Gruppe Deutschland,AUSTRALIA,"  As a vital member of the team, you also be involved in everything from User Acceptance testing, data analysis, planning and forecasting through to system…",data analyst,Business Analyst,,North Sydney NSW,2022-07-17,3.7,
Robert Half,AUSTRALIA,  Definitions of elements such as data dictionaries (update and development). Over 5 years' experience at a Business Analyst working on technology projects with…,data analyst,Business Analyst | Data Management | Financial Services,undefined,Melbourne VIC,2022-08-02,3.9,700
HiTech Personnel,AUSTRALIA,"  Experience in developing data governance frameworks. Developing the departments data strategy, governance framework and management policies.",data analyst,Business Analyst - Data,contract,Canberra ACT,2022-08-13,,
Coles Supermarkets,AUSTRALIA,"  Commercial experience in a senior project analyst, business partner, PMO or equivalent role in the field of Information Technology.",data analyst,Senior Portfolio Analyst,permanent,Temporarily Remote in Hawthorn East VIC 3123,2022-08-12,3.8,
Dan Murphy's,AUSTRALIA,  Strong data analysis and modelling skills to analyse and summarise high volumes of data from a variety of sources. A minimum of 5 years of relevant experience.,data analyst,Finance Analyst - Store Operations,full-time,Fairfield VIC 3078,2022-07-17,3.4,
Link Group,AUSTRALIA,  Peer review of data entry and allocated tasks. To provide investment operations support to Link Fund Solution’s boutique fund managers covering a range of…,data analyst,Senior Portfolio Analyst,,Parramatta NSW 2150,2022-07-30,2.7,
Thermo Fisher Scientific,AUSTRALIA,  Document and standardise data entry processes for all systems to ensure data integrity for accurate reporting.,data analyst,Business Analyst - Service Operations,full-time,Scoresby VIC,2022-07-23,3.5,
Link Group,AUSTRALIA,"  Strong data analysis and data interpretation skills with experience extracting and working with raw data. Expertise in analytics, data mining and creating data…",data analyst,Reporting and Insights Analyst,,Melbourne VIC,2022-07-20,2.7,
Xero,AUSTRALIA,"  Strong data literacy skills earned through a mixture of experience with data. Demonstrated MData Analyst experience, ideally working with customer &amp; digital…",data analyst,Senior Customer Insights Analyst,,Melbourne VIC,2022-07-22,4.4,
Commonwealth Bank,AUSTRALIA,"  Sound knowledge of data-warehouse technologies, especially with regards to financial data and common layers. Contribute to consultation/data extract requests as…",data analyst,Technical Business Analyst,full-time,Sydney Central Business District NSW,2022-08-03,4.0,
EY,AUSTRALIA,"  Lead and Collaborate with client stakeholders to design the data migration solution components covering the data mapping, transformation rules, data load, data…",data analyst,Data Preparation Lead | Data and Analytics,,Melbourne VIC 3000,2022-08-05,4.0,
DTEX Systems,AUSTRALIA,"  Analyze customer activity data to identify current or potential threat-related events, behaviors, and patterns.",data analyst,Insider Threat Analyst,full-time,Adelaide CBD SA 5000,2022-07-17,,
RPS Group,AUSTRALIA,"  Notifying stakeholders about any issues or business impacts connected to the data. Continuously evaluating opportunities and risks, providing analysis of data…",data analyst,Technical Business Analyst,part-time,Remote in Fortitude Valley QLD,2022-07-17,3.2,
Virtusa,AUSTRALIA,  7.Support in deploying Cloudera Enterprise to create central data hubs combining large volumes of diverse and detailed data.,data analyst,Lead Business Analyst,full-time,Sydney NSW,2022-07-22,3.7,
Royal Women's Hospital,AUSTRALIA,  Clinical Costing is the process of matching the financial information held in the General Ledger to the clinical activity of the health service.,data analyst,Business &amp; Costing Analyst,,Melbourne VIC+1 location,2022-08-13,4.4,
Citadel Securities,AUSTRALIA,  Use unconventional data sources to drive innovation. Background working in a data driven research environment.,data analyst,Quantitative Research – Full Time,full-time,Sydney NSW,2022-07-17,,
Hatch,AUSTRALIA,"  Strong data analytics skills, including experience with business requirements gathering, analysis and ability to translate business requirements into technical…",data analyst,Business Analyst,,Brisbane QLD,2022-07-21,3.9,
Rizing,AUSTRALIA,"  Identifies and analyzes problems, making solution design recommendations with supporting rationale and comprehensive data analysis.",data analyst,Functional Analyst- Consulting,,Remote in Queensland,2022-08-01,,
BNP Paribas,AUSTRALIA,"  Ensure database performance, replication and data backups are operating efficiently. Analysis of data related issues to determine how best to resolve…",data analyst,Application Support Analyst (Permanent),contract,Sydney NSW,2022-08-05,3.9,
International SOS,AUSTRALIA,"  Servicing corporate, governmental, and non-governmental clients globally, International SOS, a pioneer &amp; leader in International Health &amp; Security Risk provides…",data analyst,"Security Specialist, Information &amp; Analysis",,Australia,2022-07-30,3.4,
Omnirecruitment,AUSTRALIA,"  Provide ideal solutions and products to customers in a diverse set of. Customers achieve their vision through superior products, prices, and.",data analyst,Jr. Business Analyst,permanent,Temporarily Remote in Sydney NSW,2022-08-11,,
Hudson Australia,AUSTRALIA,  Analysis of key HR data and indicators that affect the workforce. Your reporting will drive continuous improvements and enable the business to take data driven…,data analyst,Business Analyst - Payroll,undefined,Remote in Adelaide Region SA,2022-07-17,,100000-120000
Startek,AUSTRALIA,  Facilitate workshops and/or use data driven insights to support project design and inform decision making processes. Permanent contract with Startek Australia.,data analyst,Associate Business Analyst (IT),permanent,Melbourne VIC,2022-08-13,3.0,
Australian Prudential Regulation Authority (APRA),AUSTRALIA,"  An exciting opportunity has become available for a Senior Analyst in the Credit Risk team, where you will contribute to retail and non retail credit risk…",data analyst,"Senior Analyst, Credit Risk",,Sydney NSW,2022-07-17,4.5,
DB Schenker,AUSTRALIA,"  At DB Schenker, you are part of a global logistics network that connects the world. A network that allows you to shape your career by encouraging you to…",data analyst,Reporting &amp; Project Analyst,full-time,Sydney NSW,2022-08-14,3.3,
Deloitte,AUSTRALIA,"  We take a pragmatic approach to the interpretation and application of industrial instruments, working in close partnership with our data analytics team enabling…",data analyst,Senior Analyst | Industrial Relations | Brisbane,,Brisbane QLD 4000+2 locations,2022-07-17,3.9,
NAB - National Australia Bank,AUSTRALIA,  Assist with the development of target-state data pipelines using big data technologies under appropriate governance and approved framework.,data analyst,"Analyst, Engineer(Data Eng)",permanent,Melbourne VIC,2022-07-22,3.6,
Catch,AUSTRALIA,  Minimum 5 years of experience in a similar role within the data and analytics domain. Use data to generate insights and leverage the insights to drive business…,data analyst,Lead Data Analyst – Digital Product and Marketing,permanent,Melbourne VIC,2022-08-05,4.0,
The Business Agility Group,AUSTRALIA,  Demonstrated capacity to work on multiple and varied sized initiatives simultaneously and deliver results determined by critical data.,data analyst,Business Analyst - WAN LAN Upgrade,,Tullamarine VIC,2022-07-17,,
Connect One Recruitment,AUSTRALIA,  Identifying opportunities to improve processes using historic and real time data to support your findings. Up to $900 per day + Superannuation.,data analyst,Business Analyst,undefined,Parramatta NSW,2022-08-12,,900
NAB - National Australia Bank,AUSTRALIA,"  Experience in data analysis with a solid understanding of database concepts, documenting business data and technical data requirements. What you'll be doing.",data analyst,Senior Business Analyst,full-time,Melbourne VIC,2022-08-16,3.6,
HSBC,AUSTRALIA,  Strong ability to use numerical data to develop tactical plans within the broad context of strategic plans and change them as warranted by results.,data analyst,Product Analyst - FX,permanent,Sydney NSW,2022-07-17,4.0,
4C Recruitment,AUSTRALIA,"  Provide high level of analysis and data reporting, questionnaire development. Support the Research &amp; Insights team in developing data-based business cases for…",data analyst,Market Research Analyst,full-time,Remote in Melbourne VIC+1 location,2022-08-05,5.0,
Queensland Health,AUSTRALIA,"  Provide Cyber Security data analytics, governance and analytics reporting and advice to support the delivery of Queensland Health's Cyber Security solutions.",data analyst,Analyst Cyber Security - eHealth Queensland,contract,Brisbane QLD,2022-08-03,3.7,
Commonwealth Bank,AUSTRALIA,  Develop reports using visualisation platforms such as Tableau and design data in conjunction with data analysts to feed into the reports.,data analyst,Senior Analyst Data Visualisation and Reporting,full-time,Sydney Central Business District NSW,2022-07-17,4.0,
Aurec,AUSTRALIA,"  Develop and deliver a range of data driven digital insights projects focused on a range of skills including tagging &amp; tracking, A/B testing, Deep Dive Analysis,…",data analyst,Digital Data Analyst,full-time,Remote in Sydney NSW,2022-08-12,4.0,
Vanguard,AUSTRALIA,  Leads and executes the enterprise risk management framework in accordance with the divisional implementation plan. What we are looking for.,data analyst,Senior Risk Analyst,,Remote in Melbourne VIC,2022-08-11,,
The Arnott's Group,AUSTRALIA,"  Strong fluency (+2 years) with SQL within analytical data lakes and data warehouses (Snowflake, AWS, SQLDW) to build data models and for data management.",data analyst,Business Intelligence Specialist,permanent,Hybrid remote in North Strathfield NSW 2137,2022-07-27,4.6,
Advance Thinking,AUSTRALIA,  Write users stories with a data focus. Sound knowledge and experience of data in Business Analysis context. Make recommendations to enhance and improve current…,data analyst,Data &amp; Business Analyst (9+ Month contract),contract,Melbourne VIC,2022-07-22,,
British American Tobacco,AUSTRALIA,"  Practical experience using BI/Data/Analytics including data modelling, translating data into usable beneficial information. WHAT YOU WILL BE ACCOUNTABLE FOR.",data analyst,Business Analyst,undefined,Sydney NSW,2022-07-20,4.4,94800-111500
AWS Australia Pty Ltd,AUSTRALIA,"  For data gathering, data cleansing and statistical analysis. Collaborate with the internal and global data engineering teams on the design, development and…",data analyst,Sr. Business Insights Analyst,full-time,Sydney NSW,2022-07-17,3.5,
Southern NSW Local Health District,AUSTRALIA,"  1.Demonstrated experience as a business analyst within a public health or hospital setting, or extensive ICT technical experience.",data analyst,Business Analyst (Health Mgr Lvl 3) - Temp FT,undefined,Sydney Western Suburbs NSW,2022-08-16,2.0,2231-2543
Global Land Supply,AUSTRALIA,"  Experience working with financial and booking data will be highly regarded. Collaborating with developers, solution architects, business analysts and product…",data analyst,Business Analyst - Brisbane QLD,undefined,Remote in Brisbane QLD,2022-07-17,3.5,115000
ALDI,AUSTRALIA,"  Conduct data cleansing and maintenance activities. Strong data visualisation experience, PowerBI or Python preferred. This is a permanent full-time role.",data analyst,Demand Forecasting Analyst,undefined,Temporarily Remote in New South Wales,2022-07-17,3.3,124900-142500
Experis,AUSTRALIA,"  Experience working on and sound understanding of data lakes, data warehouses, and data marts; or. The Senior Data Analyst is responsible for understanding the…",data analyst,"Senior Data Analyst x 2 - SQL, Excel, R, Python",undefined,Sydney Central Business District NSW,2022-08-10,3.5,850-950
Clemenger Group,AUSTRALIA,  Desirable - experience working with data visualisation tools and data-based languages. Collaboration with CHEP data and analytics team to provide feedback on…,data analyst,Insights Analyst,full-time,Melbourne VIC,2022-08-10,3.8,
Iress Limited,AUSTRALIA,"  We have Technical Business Analyst roles within our Data, Portal and CRM teams. You will play a key part in process improvements and facilitating sessions that…",data analyst,Technical Business Analyst -Sydney/Melbourne,part-time,Melbourne VIC,2022-07-17,3.4,
NSW Government -Transport For NSW,AUSTRALIA,"  We implement new technologies, leverage data and insights, drive innovation and build partnerships to develop and deliver customer-centred products and…",data analyst,Senior Business Analyst,undefined,Hybrid remote in Sydney NSW,2022-08-04,4.0,138670-155309
Westpac Group,AUSTRALIA,"  An understanding of data analysis / data management, good SQL/VBA skills and experience using data analysis &amp; visualisation technologies will be highly regarded…",data analyst,Business Analyst (Identified Role),full-time,Hybrid remote in Sydney NSW,2022-07-17,3.9,
Downer Group,AUSTRALIA,"  The Asset Management Systems team (AMS) provides key support to the business through managing and maintaining the Asset Management System, driving innovation,…",data analyst,Process and Systems Analyst,permanent,Sydney NSW,2022-07-17,3.9,
Equifax,AUSTRALIA,"  You will maneuver data to build new and insightful information, bring context to the market, and bring the data to life for our stakeholders.",data analyst,Senior Data &amp; Insights Analyst,full-time,North Sydney NSW 2060,2022-07-17,3.5,
Virgin Australia,AUSTRALIA,  Experience with integrations and data migration. Conduct process mapping /modelling activities for projects and identify process improvement through evaluation…,data analyst,Senior Business Analyst,,Remote in Brisbane QLD,2022-07-17,4.2,
Kraft Heinz Company,AUSTRALIA,  Create visibility of shopper data and connect with category performance. Strong analytical skills and financial acumen to assess data and arrive at root cause-…,data analyst,Pricing Analyst,internship,Hybrid remote in Southbank VIC,2022-07-17,3.5,
Edwards Lifesciences,AUSTRALIA,"  Strong communicator skilled at messaging through data-driven insights. Finance Partner on Annual Operating Plan, monthly Forecast and Strategic Plan…",data analyst,Financial Analyst &amp; Business Partner,full-time,North Ryde NSW,2022-07-20,,
QBE,AUSTRALIA,"  This role will see you gathering, analysing, testing, and reporting on existing or new data bases. Provides input into business decisions through the data…",data analyst,Business Reporting Analyst,permanent,Remote in Sydney NSW,2022-07-17,3.6,
AWS Australia Pty Ltd,AUSTRALIA,  Analyze industry/market data and Amazon internal data to understand the competitive landscape across services and identify customer trends.,data analyst,"Sales Operations Analyst, ANZ Public Sector",full-time,Sydney NSW,2022-08-13,3.5,
MYOB,AUSTRALIA,"  Experience with analysing multi-channel data. Ability in producing data visualization, analysis and dashboards. 4+ years' experience in this or equivalent role.",data analyst,Sales Operations Analyst,,Melbourne VIC,2022-08-05,3.5,
ED - Group Support Functions,AUSTRALIA,  Ability to communicate range optimisation insights from data in a compelling way. Advanced data manipulation skills within software such as Google Sheets &amp;…,data analyst,Space &amp; Assortment Analyst,full-time,Fairfield VIC 3078,2022-08-09,,
Accolade Wines,AUSTRALIA,"  3 – 5 years’ experience as a Business Analyst with strong ability to decipher and conduct data analysis. Identify, analyse, and translate business processes,…",data analyst,IT Business Analyst,permanent,Adelaide Region SA,2022-08-04,3.9,
Westpac Group,AUSTRALIA,"  Performing 'QA' for team analysts. Completing and securing stakeholder sign-off for campaign data briefs. This role will enable Westpac to become data-driven,…",data analyst,Analyst - Marketing Analytics,full-time,Remote in Australia,2022-07-17,3.9,
Michael Page,AUSTRALIA,"  Demonstrated experience as an ICT Business Analyst, ideally with a focus on handling data to align with business objectives.",data analyst,Business Analyst (Data and BI),undefined,Melbourne VIC+2 locations,2022-07-17,3.5,850-950
commercetools,AUSTRALIA,"  Timely and accurate updating of Salesforce.com CRM, forecasts, and pipeline data to ensure the generation of accurate territory and management reports.",data analyst,ICT Business Analyst (APAC),,Remote in Sydney NSW,2022-08-06,,
Michael Page,AUSTRALIA,"  Conduct data modelling, cleansing and migration. Ability to present data in a meaningful way. Consolidate data from multiple sources for analysis and dashboard…",data analyst,Data Analyst,,Hybrid remote in Sydney NSW,2022-07-17,3.5,
AWS Australia Pty Ltd,AUSTRALIA,"  Occasionally retrieve and evaluate data using Excel and other data management/BI systems. Effective verbal/written communication and data presentation skills,…",data analyst,"Operations Analyst, Business Products and Operations",full-time,Sydney NSW,2022-07-17,3.5,
AWS Australia Pty Ltd,AUSTRALIA,  Familiar with data warehousing and ETL process. This Analytics role supports our services that focus on Analytics technologies that allow customers to extract…,data analyst,Cloud Support Engineer - Data Insight Analytics,full-time,Melbourne VIC+1 location,2022-08-13,3.5,
Charterhouse,AUSTRALIA,  Produce creative data visualisations and intuitive graphical reports to present data in a way that is easily understood.,data analyst,Data &amp; Reporting Analyst,undefined,Melbourne VIC+1 location,2022-07-17,,600-650
GenesisCare,AUSTRALIA,  The Data Engineer will support our BI developers and data analysts on data initiatives and will ensure optimal data delivery architecture is consistent…,data analyst,BI Data Engineer,full-time,Remote in Sydney NSW,2022-07-21,2.7,
Bank of Queensland,AUSTRALIA,"  Produce data analytics deliverables in relation to Financial Crime Operations, including exploratory data analytics, and bespoke Management Information…",data analyst,Senior Financial Crime Systems and Data Analyst,full-time,Brisbane QLD,2022-08-06,3.5,
Barilla,AUSTRALIA,"  A passion for learning and searching for causal relationships between data sets (customer, consumer, and shopper data). The position is based in Sydney.",data analyst,Market &amp; Sales Analyst,,Sydney NSW,2022-07-17,,
Southern NSW Local Health District,AUSTRALIA,"  Provide tertiary level support to network operators, analysts and other support staff. Day to day support of the LHD data network and assessment and design…",data analyst,Senior Data Network Support Officer (Snr Analyst) - Perm FT,undefined,Sydney Western Suburbs NSW,2022-08-13,2.0,103677-120791
Hudson Australia,AUSTRALIA,"  Experience in leading data and analytics projects and strategies and exposure to data and analytics practises, specifically business intelligence.",data analyst,Delivery Lead - Data &amp; Analytics,undefined,Brisbane QLD,2022-07-17,,1000-1111
Cyient,AUSTRALIA,"  Experience in working with Smallworld technology, and should possess good GIS data analysis skills. Cyient is a global engineering and technology solutions…",data analyst,GIS Analyst,full-time,Melbourne VIC,2022-07-17,3.5,
