company_name,country,job_description,job_field,job_title,job_type,non_remote_location,post_date,rating,salary
UGL Limited,AUSTRALIA,"  Graduates receive structured, on-the-job training, guided learning plans and leadership mentoring. Innovate and propose creative solutions.",data science,Data Science Graduate/Undergraduate - Immed Start!,graduate,North Shore NSW,2022-07-27,3.6,
Suncorp Group,AUSTRALIA,"  We believe in the execution of strong risk management practices, effective data maturity, system governance and a relentless focus on execution and business…",data science,Suncorp 2023 Data Science Graduate Program,permanent,Brisbane QLD,2022-08-16,3.5,
University of Wollongong,AUSTRALIA,  This position will have responsibility for the development and coordination of biostatistics and data science subjects for public health programs.,data science,"Lecturer, Statistics and Data Science",undefined,Wollongong NSW,2022-08-12,4.3,107177-123775
Sydney Water,AUSTRALIA,"  Strong expertise and experience with data structures, data modelling and ETL process. Enhancing the data collection process.",data science,Junior Data Scientist,undefined,Hybrid remote in Parramatta NSW,2022-08-12,3.8,103308
Resources,AUSTRALIA,"  Develop improvements to our data ecosystem to enable data science, analytics and data-driven decision-making. Awareness of data governance principles and tools.",data science,Graduate Data Engineer,graduate,Brisbane QLD,2022-08-16,,
Nissan,AUSTRALIA,"  Proven experience in data wrangling, data cleansing, data mining. Present information using data visualization techniques.",data science,Data Scientist,full-time,Paddington NSW,2022-07-27,3.8,
Insurance Australia Group,AUSTRALIA,  Minimum 5+ years’ experience in customer analytics or data science. Provide deep expertise in customer analytics and data science to drive actionable outcomes.,data science,Data Scientist,permanent,Sydney NSW 2000,2022-08-13,3.7,
Western Sydney University,AUSTRALIA,"  Part Time, Fixed Term (0.8 FTE) Until 23 July 2023. Part Time, Fixed Term (0.8 FTE) Until 23 July 2023. The School of Social Sciences is seeking a motivated…",data science,"Machine Learning Engineer, School of Computer, Data and Math...",undefined,Parramatta NSW,2022-08-16,4.2,98637-109498
Western Downs Regional Council,AUSTRALIA,"  Extract and manipulate data to develop recurring or ad-hoc reports, dashboards and alerts. The successful applicant will possess strong analytical and critical…",data science,Data and Reporting Analyst,permanent,Temporarily Remote in Dalby QLD,2022-08-16,3.1,
Link Group,AUSTRALIA,"  Assist, participate &amp; investigate data related insurance enquiries. Past experience and confidence in using data analytical tools.",data science,Business Data Analyst - Graduates Welcome to Apply!,graduate,Melbourne VIC,2022-08-02,2.7,
University of New South Wales,AUSTRALIA,  Strong knowledge of manifold learning or topological data analysis. Experience with analysis of high dimensional multivariate multiscale data sets.,data science,Research Associate - Data Science,undefined,Sydney NSW,2022-08-05,4.2,98000-107000
Transurban,AUSTRALIA,  The Data Enablement team are accountable for shaping and growing effective data usage across Transurban. From the technology that keeps drivers safe on our…,data science,Data Enablement Graduate,permanent,Docklands VIC,2022-08-16,3.9,
Western Down Regional Council,AUSTRALIA,"  Extract and manipulate data to develop recurring or ad-hoc reports, dashboards and alerts. The successful applicant will possess strong analytical and critical…",data science,Data and Reporting Analyst,permanent,Temporarily Remote in Dalby QLD,2022-08-16,,
Resources,AUSTRALIA,"  Lead data analysis, data design and modelling, metadata management, data migration, and other data and database related activities.",data science,Data Scientist,,Brisbane QLD,2022-08-08,,
Murdoch Childrens Research Institute,AUSTRALIA,  Experience in performing data manipulation and analysis using programming languages such as R or Python. Part-time and full-time hours available (22.6 +).,data science,Research Assistant/Officer (Data Science Biostatistics),undefined,Parkville VIC,2022-08-11,4.6,101035-118442
Ausgrid,AUSTRALIA,"  Integrating modern and advanced data science techniques to strategically manage asset information. Driving innovation, support strategic decision making and…",jobs?q=data+science&l=Australia&start=10,Data Architect | Wallsend or Sydney Location,part-time,Australia,2022-08-15,3.7,
Alfred Health,AUSTRALIA,"  Basic computer skills and ability to accurately record data, with the capability and willingness to learn new packages as appropriate.",jobs?q=data+science&l=Australia&start=10,Graduate Research Laboratory Scientist,graduate,Melbourne VIC,2022-08-10,3.8,
Mercedes-Benz Australia/Pacific Pty Ltd,AUSTRALIA,  Experience in data management and data governance principles. Briefing management on data management initiatives and remediation progress for known data quality…,jobs?q=data+science&l=Australia&start=10,Data &amp; Reporting Analyst,permanent,Melbourne VIC,2022-07-17,4.0,
Australian Prudential Regulation Authority (APRA),AUSTRALIA,  Enhancing APRA’s data science capabilities and facilitating exploration of data and business problems. Contributing to building a community of practice within…,jobs?q=data+science&l=Australia&start=10,Data Scientist,,Sydney NSW,2022-08-04,4.5,
Ampol,AUSTRALIA,"  You may also have studied a different degree, with experience or study in technology led process improvement. Competitive Salary and performance bonus.",jobs?q=data+science&l=Australia&start=10,IT Graduate Program,permanent,Alexandria NSW,2022-07-26,3.1,
QBE,AUSTRALIA,"  Leading analytical conversation with business centred on “The art of the possible using data science”, exploring data from a modelling perspective, and…",jobs?q=data+science&l=Australia&start=10,Data Scientist,permanent,Temporarily Remote in Sydney NSW,2022-08-10,3.6,
Catch,AUSTRALIA,"  Selecting appropriate data sets and designing, and developing data pipelines. Working closely with the business to understand which business problems can be…",jobs?q=data+science&l=Australia&start=10,Data Scientist (Optimization Focused),permanent,Melbourne VIC,2022-08-04,4.0,
AMP Limited,AUSTRALIA,"  Bachelors degree/tertiary qualifications in software engineering, data engineering, or data science degree, with a distinction average.",jobs?q=data+science&l=Australia&start=10,Junior Data Engineer,full-time,Sydney NSW,2022-07-17,3.8,
Deloitte,AUSTRALIA,"  Receive unparalleled professional development through our year-round graduate training program. By joining us, you’ll be trained on a variety of methods and…",jobs?q=data+science&l=Australia&start=10,Consulting - Data &amp; AI - 2022/23 Graduate Program (Brisbane),graduate,Brisbane QLD 4000+3 locations,2022-07-17,3.9,
Sedgman Limited,AUSTRALIA,"  Graduates receive structured, on-the-job training, guided learning plans and leadership mentoring. Our specialised technical expertise, proven track record in…",jobs?q=data+science&l=Australia&start=10,Graduate Data Scientist,graduate,Perth WA,2022-08-12,3.8,
Culture Amp,AUSTRALIA,"  Ensure our data platform is robust, reliable, cost-effective, and protects the privacy and security of our users’ data.",jobs?q=data+science&l=Australia&start=10,Junior Data Platform Engineer,,Remote in Melbourne VIC,2022-08-09,,
University Of Western Australia,AUSTRALIA,  As a Senior Research Fellow you will use your skills and experience in advanced data science technologies to contribute to the DIA program of the ICRAR.,jobs?q=data+science&l=Australia&start=10,Senior Research Fellow - Data Science,undefined,Crawley WA,2022-07-26,3.9,128152-147413
KPMG,AUSTRALIA,  Our RA3D team work closely with other service lines within KPMG’s Risk Assurance division to support the delivery of complex and data driven solutions to help…,jobs?q=data+science&l=Australia&start=10,Data &amp; Analytics RA3D - Expression of interest,permanent,Sydney NSW,2022-07-17,3.9,
Australian Government Therapeutic Goods...,AUSTRALIA,"  Temporary full-time, part-time or casual positions. The Therapeutic Goods Administration (TGA) is Australia's regulatory authority for therapeutic goods.",jobs?q=data+science&l=Australia&start=10,Department of Health,part-time,Australia,2022-07-17,,
PLAYGROUND XYZ,AUSTRALIA,"  Post-graduate qualifications in data science or similar (statistics, computer science). You have 5+ years experience in a data science development role.",jobs?q=data+science&l=Australia&start=10,Data Scientist (x2),,Remote in Sydney NSW,2022-07-17,,
Telstra,AUSTRALIA,"  Mine, analyse and model data from complex data sets using advanced data science techniques to help generate insights and recommendations that add value to…",jobs?q=data+science&l=Australia&start=20,Data Science Senior Specialist,permanent,Melbourne VIC,2022-07-26,4.0,
University of Melbourne,AUSTRALIA,"  Experience conducting advanced statistical analyses on agronomic data. They will collect, collate, curate and analyse data from new and existing sources and…",jobs?q=data+science&l=Australia&start=20,CR Roper Fellow in Agricultural Science (Agronomy),undefined,Parkville VIC,2022-08-11,4.3,77171-104717
Deloitte,AUSTRALIA,"  Explore and identify patterns in data to underpin decisions and outcomes for clients. Get exposure to tracing data breaches, intellectual property theft, misuse…",jobs?q=data+science&l=Australia&start=20,Forensic Technology - 2023 Graduate Program (Sydney),graduate,Sydney NSW 2000+3 locations,2022-07-19,3.9,
Australian Bureau of Meteorology,AUSTRALIA,  The Research Program of the Bureau of Meteorology is seeking an advanced software engineer with some computational science and / or data science and data…,jobs?q=data+science&l=Australia&start=20,Software Engineer,undefined,Australia,2022-08-16,3.3,100075-112725
Murdoch Childrens Research Institute,AUSTRALIA,"  Systematic and accurate data entry. Degree qualification or studying for a degree qualification in science or related discipline, OR.",jobs?q=data+science&l=Australia&start=20,Clinical Trial Assistant,undefined,Parkville VIC,2022-08-11,4.6,60895-68954
CSIRO,AUSTRALIA,"  Large-scale data processing and visualisation. Through these trainings, interns learn about supercomputing, data management and scientific visualization.",jobs?q=data+science&l=Australia&start=20,Pawsey Supercomputing Centre Summer Internships,undefined,Australia,2022-08-09,4.1,3311
Origin Energy,AUSTRALIA,"  Design, build and test data transformation jobs, including the modelling of very large data sets. Experience documenting data models, including entity…",jobs?q=data+science&l=Australia&start=20,Data Analyst,permanent,Hybrid remote in Melbourne VIC,2022-08-11,3.8,
Fugro,AUSTRALIA,"  Data Specialists have a passion for data, so an interest in computers, computer sciences, data and data processing will be a distinct advantage.",jobs?q=data+science&l=Australia&start=20,Data Specialist,full-time,Perth WA,2022-07-17,3.9,
Harris Farm,AUSTRALIA,"  Strong SSIS (SQL Server Integration Services) skills for data integration and data modelling. Maintaining data analytics platforms, preferred SSRS.",jobs?q=data+science&l=Australia&start=20,Business Intelligence (BI) &amp; Data Warehouse Developer,,Australia,2022-07-17,3.5,
Southern NSW Local Health District,AUSTRALIA,  Demonstrated high level of ability and extensive experience in multiple dialects of SQL scripting including MS SQL Server including the use of complex coding to…,jobs?q=data+science&l=Australia&start=20,Data Scientist - Queanbeyan,undefined,Queanbeyan NSW+1 location,2022-08-09,2.0,100107-118735
Comcare,AUSTRALIA,"  Policy, Program or Project Management. Honest and truthful in their interactions with others. Capable of delivering high quality performance.",jobs?q=data+science&l=Australia&start=20,Graduate Program 2023,graduate,Canberra ACT,2022-08-11,3.2,
Strategic Talent Australia,AUSTRALIA,"  Develop and mentor data scientists across the multiple teams. This team has multiple teams across Data Engineering, Data Science and Analytics &amp; Insights which…",jobs?q=data+science&l=Australia&start=20,Data Science Manager,undefined,Sydney NSW,2022-07-22,,280000
Rio Tinto,AUSTRALIA,"  Natural curiosity and passion for data science and engineering, including practical experience leveraging data science to deliver insights.",jobs?q=data+science&l=Australia&start=20,Data Scientist,,Brisbane QLD,2022-07-17,3.9,
Carma,AUSTRALIA,"  Business boot-strapping – help identify short-term, high-value deliverables to drive efficiency, map the business's data sources, research data sourcing…",jobs?q=data+science&l=Australia&start=20,Head of Data Science,full-time,Sydney NSW,2022-07-17,,
Department of Transport,AUSTRALIA,"  Launching the second year of DoT’s inhouse graduate program focusing on Science, Technology, Engineering and Mathematics (STEM) disciplines.",jobs?q=data+science&l=Australia&start=20,2023 STEM Graduate (multiple roles) (VPSG3.1),undefined,Melbourne VIC,2022-08-05,4.1,72751-80545
University of Melbourne,AUSTRALIA,"  Demonstrated expertise in state-of-the-art data science methodologies. A PhD in a relevant discipline such as data science, biostatistics, epidemiology, health…",jobs?q=data+science&l=Australia&start=30,Program Manager - Health Informatics &amp; Data Science,undefined,Parkville VIC,2022-08-09,4.3,110236-130900
Kmart,AUSTRALIA,"  Building and updating dashboards, understanding the user requirements for data. Familiarity with enterprise data warehouses and visualisation tools (e.g.…",jobs?q=data+science&l=Australia&start=30,Data Analyst,,Remote in Mulgrave VIC,2022-07-19,3.8,
Bupa,AUSTRALIA,  1 – 5+ years of business experience in customer analytics / data science / data engineering or similar field. Qualified in a quantitative discipline (Statistics…,jobs?q=data+science&l=Australia&start=30,Data Scientist,full-time,Remote in Victoria,2022-07-27,3.3,
Disney Streaming,AUSTRALIA,"  Familiarity with data exploration and data visualization tools like Tableau, Looker etc. Be a data ambassador to cross-functional teams, coaching best practice…",jobs?q=data+science&l=Australia&start=30,"Data Analyst, Disney+",,Melbourne VIC,2022-07-17,,
Accenture,AUSTRALIA,  Experience working in the data science space and in deploying machine learning algorithms in analytics-enabled digital transformations.,jobs?q=data+science&l=Australia&start=30,Data Science and Machine Learning Consultant / Manager,full-time,Sydney NSW+1 location,2022-07-30,4.0,
GHD,AUSTRALIA,"  Developing and provisioning digital solutions including customized tools, workflow automation, database development, data analytics and web mapping.",jobs?q=data+science&l=Australia&start=30,Expression of Interest - Spatial Analysts,,Hybrid remote in Australia,2022-07-23,3.6,
Equifax,AUSTRALIA,"  Your responsibilities include the design, management and delivery of analytical insights and solutions through data analysis, data management and data science.",jobs?q=data+science&l=Australia&start=30,Data Analyst,full-time,North Sydney NSW 2060,2022-08-11,3.5,
Cognizant,AUSTRALIA,  Experience with Data science and Analytics. Able to identify and solve big data problems independently. You will be managing the end to end project and also…,jobs?q=data+science&l=Australia&start=30,Big Data Developer,undefined,Sydney NSW,2022-07-30,3.9,70000-80000
Karridale Group,AUSTRALIA,"  Assist with the data entry for payroll and HSET requirements and compiling weekly and monthly KPI reports. Diploma or Bachelor’s Degree in engineering, science,…",jobs?q=data+science&l=Australia&start=30,Entry Level Site Administrator,full-time,Karratha WA,2022-07-26,3.1,
"Systems Planning and Analysis, Inc.",AUSTRALIA,"  Bachelor’s degree in data science, data analytics, software engineering, or related STEM field. Experience conducting data analysis and assessments and…",jobs?q=data+science&l=Australia&start=30,Data Scientist,full-time,Canberra ACT,2022-07-17,,
Australian Bureau of Statistics,AUSTRALIA,"  A wide range of data graduate roles will be recruited for, including Data Analysts, Data Scientists and Statistical &amp; Mathematical roles.",jobs?q=data+science&l=Australia&start=30,"Data Graduates, Australian Government",permanent,Belconnen ACT 2617,2022-07-17,4.2,
Australia Post,AUSTRALIA,"  Expertise evaluating advanced statistical data methodologies including, exploratory data analysis, advanced data modelling, statistical analysis methods, data…",jobs?q=data+science&l=Australia&start=30,Head of Data Science,permanent,Melbourne VIC,2022-08-12,3.8,
Curtin University of Technology,AUSTRALIA,"  This role will be based within the project team to assist with community engagement activities, data collection, project meetings and workshops involving…",jobs?q=data+science&l=Australia&start=30,Research Assistant,undefined,Perth WA,2022-08-13,3.9,72578-79393
Labcorp,AUSTRALIA,"  University/College degree (life science preferred), or certification in a related allied health profession from an appropriate accredited institution (e.g.,…",jobs?q=data+science&l=Australia&start=30,Study Start up Associate (SSU),full-time,Port Melbourne VIC 3207,2022-07-28,,
Knox City Council,AUSTRALIA,"  Demonstrated ability to design and implement a wide range of research methods and data analysis applications, combined with skills in preparing reports, data…",jobs?q=data+science&l=Australia&start=30,City Researcher,undefined,City of Knox VIC,2022-07-30,3.7,89229-97452
Boston Consulting Group,AUSTRALIA,"  Are able to explain sophisticated data science concepts in an understandable manner. In this role, you’ll have the chance to roll up your sleeves and apply data…",jobs?q=data+science&l=Australia&start=40,DigitalBCG | GAMMA Data Scientist,,Sydney NSW+2 locations,2022-08-12,4.2,
Aglive,AUSTRALIA,  Use data science to guide project strategic decisions. Passionate about transfer useful knowledge from data to promote business decision-making.,jobs?q=data+science&l=Australia&start=40,Research Fellow (Blockchain/Data Science),,Sydney NSW,2022-07-17,,
PageUp People,AUSTRALIA,"  The ideal candidate for this role, would have love for data and analytics, with keen aspiration to grow into a data and analytics specialist.",jobs?q=data+science&l=Australia&start=40,Data Analyst,full-time,Melbourne VIC,2022-08-16,5.0,
Museums Victoria,AUSTRALIA,"  The successful applicant will have demonstrated experience in analysing multiple datasets in a similar-sized organisation, presenting analytical work to non…",jobs?q=data+science&l=Australia&start=40,Data and Reporting Analyst,undefined,Melbourne City Centre VIC,2022-08-06,4.0,72751
CoreLogic,AUSTRALIA,"  Ability to effectively explain design solutions, model specifics and data interactions. Provide thought leadership and mentoring to other data scientists and…",jobs?q=data+science&l=Australia&start=40,Data Scientist,full-time,Sydney NSW,2022-07-17,3.3,
Findex,AUSTRALIA,"  Understanding of data structures, data modelling and software architecture. Identify data patterns, trends and develop predictive models and machine-learning…",jobs?q=data+science&l=Australia&start=40,Data scientist,,Remote in Australia,2022-08-06,4.0,
Australia Post,AUSTRALIA,  This role is a data enthusiasts dream! Experience with time series forecasting and graph data technologies. Working knowledge of software engineering and data…,jobs?q=data+science&l=Australia&start=40,Senior Data Science Consultant,permanent,Melbourne VIC,2022-07-17,3.8,
The Garvan Institute of Medical Research,AUSTRALIA,"  TAFE or university degree in science, applied science, health or a health related discipline. Strong attention to detail with excellent data entry skills.",jobs?q=data+science&l=Australia&start=40,Blood Processing Technician,undefined,Sydney NSW,2022-07-29,5.0,56287
KJR,AUSTRALIA,"  As a Machine Learning Graduate, you will have the opportunity to learn from Data Scientists, DevOps engineers, and our consulting team to learn and apply best…",jobs?q=data+science&l=Australia&start=40,Graduate Machine Learning (Melbourne based),graduate,Melbourne VIC+1 location,2022-07-17,,
Alfred Health,AUSTRALIA,  Masters or Honours degree in a health or science-related discipline. The Monash-Cabrini Department of Musculoskeletal Health and Clinical Epidemiology comprises…,jobs?q=data+science&l=Australia&start=40,Research Assistant,part-time,Melbourne VIC,2022-08-13,3.8,
Accenture,AUSTRALIA,"  Experience in addressing and implementing data quality solutions, data reconciliation framework and strong understanding and experience in building data lineage…",jobs?q=data+science&l=Australia&start=40,Data Migration Specialist / Lead,full-time,Brisbane QLD+5 locations,2022-07-17,4.0,
RMIT VN,AUSTRALIA,"  Full-time, fixed term (3 year) opportunity based at the City Campus. STEM College is a community of exceptional STEM researchers, teachers, inventors, designers…",jobs?q=data+science&l=Australia&start=40,"Lecturer, ECDF – Geospatial Science",undefined,Melbourne VIC,2022-08-05,4.1,102474-121690
Deloitte,AUSTRALIA,"  Technology and retail discounts – from Apple, Windows, The Iconic… the list goes on! Combines logical thinking with creativity to approach problem-solving in a…",jobs?q=data+science&l=Australia&start=40,Consulting - Climate and Sustainability - 2022/23 Graduate P...,graduate,Brisbane QLD 4000+2 locations,2022-07-19,3.9,
The University of Queensland,AUSTRALIA,  Transform raw data into services for consumption in upstream application like data analytics and data visualisation tools. Python and/or R programming.,jobs?q=data+science&l=Australia&start=40,Data Engineer,undefined,Long Pocket QLD,2022-08-03,4.3,105929-115501
Rabobank,AUSTRALIA,"  Over the course of your 18-month graduate program, you will have three core stream rotations in either architecture, design, hardware, software, networking,…",jobs?q=data+science&l=Australia&start=40,Technology Graduate,permanent,Hybrid remote in Sydney NSW 2000,2022-07-20,4.0,
CSIRO,AUSTRALIA,  An undergraduate degree with first class Honours (H1 or HD) not less than three years ago of which relates to science and engineering in the digital and data…,jobs?q=data+science&l=Australia&start=50,Graduate Fellows | Multiple Opportunities | 2 Year Terms,graduate,Sydney NSW,2022-07-17,4.1,
Eliiza,AUSTRALIA,"  Advising clients on data strategy, architecture and technology. Streaming data concepts and technologies, ideally Kafka (Kinesis, Beam or Pubsub will do).",jobs?q=data+science&l=Australia&start=50,Data Engineer,internship,Hybrid remote in Brisbane QLD+2 locations,2022-08-07,,
Discovery Parks,AUSTRALIA,"  The Data Scientist will apply the latest data science techniques within the context of our customers and business, to improve customer experience and drive…",jobs?q=data+science&l=Australia&start=50,Data Scientist,permanent,Australia,2022-07-17,3.5,
Sportsbet,AUSTRALIA,"  Be the interface between stakeholders across both business and technology including data science, engineering/development and customer facing teams.",jobs?q=data+science&l=Australia&start=50,Data Science Business Analyst / Enablement Manager,full-time,Melbourne VIC,2022-08-04,2.8,
Alinta Energy,AUSTRALIA,"  Strong knowledge of and experience with data science concepts and programming language python. Reporting to the Data &amp; Analytics Solutions Lead, the role is…",jobs?q=data+science&l=Australia&start=50,Data Scientist,permanent,Temporarily Remote in Sydney NSW,2022-07-20,3.8,
Halliburton,AUSTRALIA,"  Performs any specialized tests or gathers any additional data as required by the customer. Must possess good communication skills, arithmetic, data entry and…",jobs?q=data+science&l=Australia&start=50,"INSITE Specialist, Surface Data Logging",part-time,Perth WA,2022-08-13,3.9,
Flight Centre Travel Group,AUSTRALIA,  Proven experience in leading a data science team. This includes the creation and planning of data science projects that will leverage large volumes of data…,jobs?q=data+science&l=Australia&start=50,Data Science Team Lead,full-time,Queensland,2022-07-18,3.5,
Culture Amp,AUSTRALIA,  Working alongside technical experts to build the data science technical stack to ensure success at scale. Defining and executing on strategic goals for the data…,jobs?q=data+science&l=Australia&start=50,Director of Data Science,,Remote in Melbourne VIC,2022-07-17,,
Grant Thornton Australia,AUSTRALIA,"  This opportunity would be highly suited for soon-to-be graduates with degree backgrounds including (but not limited to): Information Technology, Data Analytics/…",jobs?q=data+science&l=Australia&start=50,2023 Graduate Opportunity - Sydney Consulting,graduate,Sydney NSW,2022-07-26,3.7,
Murdoch Childrens Research Institute,AUSTRALIA,"  Ideally you will have a science degree and/or experience in a relevant setting. Strong attention to detail and ability to ensure accuracy of data in collation,…",jobs?q=data+science&l=Australia&start=50,Education Project Assistant,undefined,Parkville VIC,2022-08-09,4.6,63701-70330
PageUp People,AUSTRALIA,"  Overtime we want to grow into Data science, leveraging our data warehouse, pipeline &amp; analytics capability to build a modern next generation data science and…",jobs?q=data+science&l=Australia&start=50,Data Engineer,full-time,Melbourne VIC,2022-07-20,5.0,
Murdoch Childrens Research Institute,AUSTRALIA,  The role focuses on the generation of data used to derive interpretative clinical reports. 12-month Full Time Contract.,jobs?q=data+science&l=Australia&start=50,Medical Laboratory Technician,undefined,Parkville VIC,2022-08-06,4.6,60895-73632
NSW Government -Department of Customer Service,AUSTRALIA,"  Exposure to big data in government. Working with data custodians and other stakeholders to develop materials on the context, limitations and future use case…",jobs?q=data+science&l=Australia&start=50,Data Analyst,undefined,Sydney NSW,2022-08-12,,99431
GHD,AUSTRALIA,"  Use a range of techniques such as design thinking, information architecture, data modelling to rapidly architect and prototype solutions.",jobs?q=data+science&l=Australia&start=50,Advanced Analytics &amp; Data Science Lead - QLD,,Brisbane QLD,2022-07-17,3.6,
Infosys,AUSTRALIA,  Machine learning or data science engineering experience. Build capabilities on the platform that enable data analysts to rapidly consume data pipelines through…,jobs?q=data+science&l=Australia&start=50,Real Time Data Engineer,,Sydney NSW,2022-07-17,3.9,
Sustaindigital,AUSTRALIA,  The role will allow the opportunity for the individual to develop the company’s data-driven culture and explore new applications for data science and machine…,jobs?q=data+science&l=Australia&start=60,DATA SCIENTIST,permanent,Melbourne VIC,2022-08-12,,
Commonwealth Bank,AUSTRALIA,"  Have a blend of experience across: process mapping, system integration, user stories, data mapping and design thinking.",jobs?q=data+science&l=Australia&start=60,Business Analyst,part-time,Temporarily Remote in Australia,2022-07-29,4.0,
HESTA Super Fund,AUSTRALIA,  The Data Scientist role at HESTA combines both data science and other disciplines like data engineering and MLOps and we encourage and support data scientists…,jobs?q=data+science&l=Australia&start=60,Data Scientist,,Melbourne VIC,2022-07-26,,
Healthcare Logic,AUSTRALIA,"  Graduate to 1+ years' experience with exposure to data in the context of application development, data warehousing, migration, or data analysis.",jobs?q=data+science&l=Australia&start=60,Junior Data Engineer Job in Gold Coast,,Remote in Gold Coast QLD,2022-08-05,,
Kraft Heinz Company,AUSTRALIA,  Orchestrates and coordinators a multi-functional team including data engineers- data scientists- designers- business process designers as well as inputs of…,jobs?q=data+science&l=Australia&start=60,Data Translator,internship,Hybrid remote in Southbank VIC,2022-07-19,3.5,
University of Melbourne,AUSTRALIA,"  A Masters or PhD in relevant scientific discipline such as data sciences, biomedical statistics, computer sciences or others, with a demonstrated interest in…",jobs?q=data+science&l=Australia&start=60,Research Fellow in Cancer Services and Data Science,undefined,Parkville VIC,2022-08-05,4.3,110236-130900
Super Retail Group,AUSTRALIA,"  Experience in working with big data, data science and predictive modelling. Develop, engineer and maintain features within our data science eco-system.",jobs?q=data+science&l=Australia&start=60,Data Scientist,,Brisbane QLD,2022-07-17,3.7,
Ballarat Clarendon College,AUSTRALIA,  Proficiency in analysing data in relation to student progress and teaching effectiveness. Ballarat Clarendon College is seeking applications for full time…,jobs?q=data+science&l=Australia&start=60,Science Teacher,full-time,Ballarat VIC,2022-08-16,,
Wing,AUSTRALIA,  Input collected geospatial data into Wing's geospatial data management system. 3+ years of experience working directly with geospatial data.,jobs?q=data+science&l=Australia&start=60,Geospatial Data Analyst,,Remote in Brisbane QLD,2022-07-17,,
ORIMA Research,AUSTRALIA,"  Data science, mathematics, econometrics, information technology,. Data processing and data file preparation. Australian and State / Territory Government clients…",jobs?q=data+science&l=Australia&start=60,Data Analyst,full-time,Canberra ACT,2022-07-17,,
Deloitte,AUSTRALIA,"  Ability to technically lead key data management disciplines – data quality remediation, data stewardship, data governance, data architecture and modelling,…",jobs?q=data+science&l=Australia&start=60,Manager - Data &amp;AI - Perth,,Perth WA 6000,2022-07-17,3.9,
Flippa,AUSTRALIA,"  Be responsible for the design, development and support of the data environment used to underpin a number of use cases, including data visualization, valuation,…",jobs?q=data+science&l=Australia&start=60,Data Engineer - Marketplace,full-time,Remote in Melbourne VIC,2022-07-17,,
NSW Government -Department of Customer Service,AUSTRALIA,"  To lead the delivery of data analytics projects, including project design and ideation; identification of appropriate data sets and methodologies; and…",jobs?q=data+science&l=Australia&start=60,Data Scientist,full-time,Sydney NSW,2022-08-12,,
Infopeople,AUSTRALIA,  1+ years’ experience as a data analyst; Experience in data visualisation programs eg. Power BI; Experience in report building and analysing data eg. Excel;,jobs?q=data+science&l=Australia&start=60,Data Analyst,undefined,Remote in Sydney NSW,2022-08-03,,80000-100000
GenesisCare,AUSTRALIA,  Assist clinical research coordinator with data capture and entry for research projects as requested. Arrange archiving of completed research projects and update…,jobs?q=data+science&l=Australia&start=60,Research Assistant,permanent,St Leonards NSW,2022-08-15,2.7,
KJR,AUSTRALIA,"  As a Machine Learning Graduate, you will have the opportunity to learn from Data Scientists, DevOps engineers, and our consulting team to learn and apply best…",jobs?q=data+science&l=Australia&start=70,Graduate Machine Learning (Permanent),graduate,Brisbane QLD,2022-07-17,,
NSW Government -Planning,AUSTRALIA,"  Build understanding and insights through data monitoring and analysis. While a tertiary degree in environmental science, environmental management, or planning…",jobs?q=data+science&l=Australia&start=70,Junior Planner Roles,undefined,Temporarily Remote in New South Wales,2022-08-11,,54049-62839
La Trobe University,AUSTRALIA,"  The RA will manage and search for data to contribute to a large database and website (globalants.org), assist with field trips and field trip organisation and…",jobs?q=data+science&l=Australia&start=70,Research Assistant,undefined,Melbourne VIC,2022-07-27,3.9,77052-81520
Victorian Managed Insurance Authority,AUSTRALIA,  You have experience in wrangling messy data (including geospatial data) into a usable format. You'll work with a diverse Insights and Analytics Team including…,jobs?q=data+science&l=Australia&start=70,Geospatial Data Analyst,full-time,Hybrid remote in Melbourne City Centre VIC,2022-08-10,,
Curtin University of Technology,AUSTRALIA,"  A Research Fellow is needed to support the Lead Researcher in coordinating data collection and the co-design process and managing project workplans, timelines,…",jobs?q=data+science&l=Australia&start=70,Research Fellow,undefined,Perth WA,2022-08-13,3.9,103101-122133
APRA,AUSTRALIA,  Enhancing APRA’s data science capabilities and facilitating exploration of data and business problems. Contributing to building a community of practice within…,jobs?q=data+science&l=Australia&start=70,Data Scientist,,Sydney NSW 2000,2022-08-04,4.0,
TPG Telecom,AUSTRALIA,  DevOps role to support the data ingestion and processing capability requirements of several teams and squads. The Data Engineer will provide end-to-end delivery…,jobs?q=data+science&l=Australia&start=70,Data Engineer,permanent,Hybrid remote in North Sydney NSW,2022-07-17,3.3,
Museum Victoria,AUSTRALIA,"  The successful applicant will have demonstrated experience in analysing multiple datasets in a similar-sized organisation, presenting analytical work to non…",jobs?q=data+science&l=Australia&start=70,Data and Reporting Analyst (VPSG3.1),undefined,Melbourne VIC,2022-08-06,4.5,72751-80545
Shell Energy,AUSTRALIA,"  Work with data architects and data engineers to enhance the data lake, data warehousing and data analytics capabilities.",jobs?q=data+science&l=Australia&start=70,Data Engineer,full-time,Melbourne VIC,2022-07-17,,
IIBIT (International Institute of Business and...,AUSTRALIA,  Position Vacant:_ Lecturers &amp; Tutors (To teach courses on Federation University Partnership Programs). (A)Faculty Of Science And Technology ( Lecturers And…,jobs?q=data+science&l=Australia&start=70,Sessional Lecturers,,Sydney NSW 2000,2022-07-22,,
