company_name,country,job_description,job_field,job_title,job_type,non_remote_location,post_date,rating,salary
Sanofi US,Canada,Work with development teams and product managers to ideate and develop software solutions. Sanofi has recently embarked into a vast and ambitious digital…,software engineer,Software Engineer,full-time,"Hybrid remote in Toronto, ON",2022-07-17,4.1,
Schneider Electric,Canada,Write and execute automated software tests against embedded software communication and control features. In this role you will be a part of a talented Agile…,software engineer,Software Development Engineer in Test,full-time,"Remote in Richmond, BC",2022-07-17,3.9,
Zillnk Technology Inc,Canada,"Assess, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications software.",software engineer,telecommunications software engineer,undefined,"Toronto, ON",2022-08-09,,80000-140000
Canada Life Assurance Company,Canada,Plan and organize software development work. A degree or diploma in computer science or a related discipline or an equivalent combination of training and…,software engineer,"Software Developer (.Net, C#, C, PL/SQL)",full-time,"Toronto, ON",2022-08-07,3.7,
ZM Financial Systems,Canada,Collaborate with quality assurance engineers to fix defects. Investigate and find the root cause for software problems reported by clients.,software engineer,Software Engineer-Remote,full-time,"Remote in Toronto, ON",2022-07-17,,
Gokabu Technologies Inc.,Canada,"Research and evaluate a variety of software products. Write, modify, integrate and test software code. Prepare reports, manuals and other documentation on the…",software engineer,software developer,undefined,"Richmond, BC",2022-07-29,,30-33
Tiger Analytics Inc.,Canada,Mapping and data visualization software. Lead and co-ordinate teams of information systems professionals in the development of software and integrated…,software engineer,devops engineer,undefined,"Remote in Toronto, ON",2022-08-16,,100000-150000
Mindtree Consultants Inc,Canada,"Assess, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications software.",software engineer,software engineer,undefined,"Edmonton, AB",2022-07-17,,48.60
Innovapost,Canada,"Reporting to the Business Solution Delivery Development Lead for the CCMO Consumer sub-domain, the Senior Java Developer will have a diversified role developing…",software engineer,Developer,,"Ottawa, ON",2022-08-16,3.5,
Capgemini,Canada,Experience with report development data science business analytics business intelligence or comparable data engineering role Skills in end to end development of…,software engineer,Senior Software Engineer,full-time,"Remote in Toronto, ON+1 location",2022-08-05,3.8,
Snappay Inc.,Canada,"Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and…",software engineer,software engineer,undefined,"Mississauga, ON",2022-07-17,3.4,80000-120000
Activision,Canada,Writing highly available software that considers the challenges of large-scale distributed systems. The Forge team writes tools and develops business process…,software engineer,Senior Software Engineer- Data Centre Operations,full-time,"Remote in Vancouver, BC",2022-08-10,3.8,
Edsembli Inc,Canada,"Research and evaluate a variety of software products. Write, modify, integrate and test software code. Identify and communicate technical problems, processes…",software engineer,software developer,undefined,"Remote in Etobicoke, ON",2022-07-28,,85000
Campbell College Ltd,Canada,"Research and evaluate a variety of software products. Write, modify, integrate and test software code. Prepare reports, manuals and other documentation on the…",software engineer,software developer,undefined,"Edmonton, AB",2022-08-09,3.5,37
Extreme Networks,Canada,Work Conditions and Physical Capabilities Fast-paced environment Work under pressure Attention to detail Personal Suitability Accurate Client focus Effective…,software engineer,systems engineer - software,undefined,"Thornhill, ON",2022-08-03,3.6,170000
OpenSourceDB Limited,Canada,"  Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and…",software engineer,"engineer, software",undefined,"Mississauga, ON",2022-07-21,,47
MeridianTech Consulting Inc,Canada,  Research and evaluate a variety of software products. Program special effects software for film and video applications.,software engineer,software developer,undefined,"Toronto, ON",2022-08-05,,40.50
BlackBerry,Canada,  The motivated individual will be part of a cohesive team of coordinated engineers open to each other's input and feedback and working together towards a common…,software engineer,Junior Applications Software Developer (New Graduate),full-time,"Ottawa, ON+1 location",2022-07-17,4.0,
Enbala Power Networks USA (GGS),Canada,  Minimal Qualifications: * Bachelor’s Degree in Computer Science or related field or equivalent combination of education and experience * 5 years of professional…,software engineer,Software Engineer,full-time,"Hybrid remote in Vancouver, BC",2022-07-17,,
Yelp,Canada,"  Mentor other engineers and share the skills you’ve learned. Be creative, build prototypes, experiment, and ship them to millions of users.",software engineer,Software Engineer - Android (Remote),,"Remote in Toronto, ON+3 locations",2022-07-17,3.4,
Concentrix,Canada,"  Concentrix provides services to clients in the following key industry verticals: technology &amp; consumer electronics; retail, travel &amp; ecommerce; banking,…",software engineer,Software Test Engineer,full-time,"Remote in Hamilton, ON",2022-07-17,3.4,
Tiny Mile,Canada,"  Collaborate with software and hardware engineers to build and release applications. For employees in Canada, we provide a healthcare benefits package that…",software engineer,Backend Software Engineer,,"Remote in Toronto, ON",2022-08-15,,
Harry Rosen,Canada,"  A bachelor’s degree in computer science, IT or related field. A minimum of 5 years’ experience in software engineering. Perform after-hours support as required.",software engineer,Software Support Engineer,full-time,"Remote in Toronto, ON",2022-07-17,3.4,
amdocs,Canada,"  You will follow Amdocs software engineering standards, applicable software development methodology and release processes, to ensure code is maintainable,…",software engineer,Software Developer - New Graduate,,"Toronto, ON",2022-07-20,3.8,
Imbrace Limited,Canada,  Experience with software design and development in a test-driven environment. Work closely with the Product Manager and Lead Engineer in the software…,software engineer,Backend Engineer,undefined,"Remote in Toronto, ON",2022-08-05,,49800-75000
VanHack,Canada,"  You are a strong communicator, and you can explain complex technical concepts to designers, support, and other engineers without a problem.",software engineer,Senior Software Engineer Android,,"Remote in Toronto, ON+1 location",2022-08-16,,
Linamar Corp,Canada,"  High-volume production environments, ideally with software application development teams. You should have a good understanding of machine deep learning and…",software engineer,Engineer - Software,full-time,"Guelph, ON",2022-08-05,3.2,
Yelp,Canada,  Frontend engineers at Yelp collaborate closely with product managers and designers along with backend and full stack engineers.,software engineer,Software Engineer - Frontend (Remote),full-time,Remote,2022-07-17,3.4,
Capgemini,Canada,"  Candidates should be flexible / willing to work across this delivery landscape which includes and not limited to Agile Applications Development, Support and…",software engineer,Software Engineer Prog Sr - Resident Engineer,,"Ottawa, ON",2022-08-05,3.8,
Bahl Consultancy Services INC,Canada,"  Assess, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications software.",software engineer,"engineer, software",undefined,"Surrey, BC",2022-08-03,,53.88
MobSquad,Canada,"  You have experience developing highly scalable and performant enterprise software. You have over three years of experience building and delivering excellent,…",software engineer,Senior Software Engineer,full-time,"Remote in Vancouver, BC",2022-07-17,,
Korber Supply Chain,Canada,"  You will have a fun casual, and flexible work environment. You will serve as the guardian for the product architecture assisting more junior developers in…",software engineer,Associate Software Engineer,undefined,"Remote in Toronto, ON",2022-07-17,,110000
Red Hat Software,Canada,"  Bachelor’s or master’s degree in computer science or a related engineering field, or relevant professional experience. Run regression test for the features.",software engineer,Software Quality Engineer,full-time,"Remote in Toronto, ON+1 location",2022-07-17,4.0,
VanHack,Canada,"  Take ownership of individual project priorities, deadlines, and work you're doing with your technical expertise.",software engineer,Senior Software Engineer (Backend),undefined,"Vancouver, BC+1 location",2022-08-04,,190000
Avleen JBC Enterprises inc.,Canada,  Website creation and management software. Lead and co-ordinate teams of information systems professionals in the development of software and integrated…,software engineer,"testing engineer, software",undefined,"Edmonton, AB",2022-07-17,,48.08
Dynamysk,Canada,"  Strong software computer proficiencies - Word, Excel Access and Outlook. Dynamysk is currently recruiting for an employee based *Junior / Intermediate…",software engineer,Automation Technologist/Engineer - Junior / Intermediate,permanent,"Calgary, AB",2022-08-11,3.9,
Square,Canada,"  Work closely with other engineers, designers, and product managers to design and build world-class product experiences. Integrate with third-party APIs.",software engineer,Software Engineer (Front-End),full-time,"Toronto, ON",2022-07-17,3.7,
Milk Moovement,Canada,  Unlimited paid vacation and flex time - unlimited vacation can be vague and difficult to track; we strongly encourage everyone to take at least 2 weeks off per…,software engineer,Software Development Engineer In Test,full-time,"Remote in Halifax, NS",2022-07-17,,
Royal Bank of Canada,Canada,"  Additionally, you’ll interact with a team of passionate cloud engineers who thrive on solving challenging technical problems and creating great products.",software engineer,Senior Cloud Engineer,full-time,"Toronto, ON+1 location",2022-08-09,4.0,
Scotiabank,Canada,"  Bachelor’s Degree in computer science, Engineering or Mathematics. Hybrid employees can alternate time between both remote and office.",software engineer,Software Engineer (Hybrid),permanent,"Toronto, ON",2022-08-08,3.9,
MasterCard,Canada,  Experience working in an Agile software development environment. Experience using at least one high-level programming or scripting language.,software engineer,Sr. Software Engineer In Test,full-time,"Hybrid remote in Vancouver, BC",2022-08-02,4.0,
Apple,Canada,"  These engineers build secure, end-to-end solutions. They develop the custom software used to process all the creative work, the tools that providers use to…",software engineer,Sr. Software Engineer - Apple Media Products,,"Vancouver, BC",2022-08-08,4.1,
Ripple,Canada,"  Be a technical subject matter expert, provide technical leadership and share your expertise with a growing team of engineers. BS in Computer Science or similar.",software engineer,"Staff Software Engineer, Liquidity",,"Remote in Toronto, ON",2022-08-11,,
Ribbit,Canada,"  Hold a university degree in a relevant area of engineering or computer science (e.g. EE/CE, robotics, aerospace, and/or autonomous vehicles).",software engineer,Software Test Engineer (Junior/Mid-Level),undefined,"Toronto, ON",2022-08-05,,100000-140000
Change Healthcare,Canada,  Knowledge of software engineering concepts. 3rd or 4th year of Bachelor degree with courses in C++/C# and software development.,software engineer,"Software Development Engineer, Co-op",full-time,"Mississauga, ON+3 locations",2022-07-17,3.0,
SMQ Innovative Technology Ltd,Canada,"  Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and…",software engineer,software engineer,undefined,"Richmond, BC",2022-07-17,,53
Expedia Partner Solutions,Canada,"  Find opportunities for process and technology improvements, and work towards adoption and implementation. Employment opportunities and job offers at Expedia…",software engineer,Software Development Engineer II,full-time,"Vancouver, BC",2022-08-02,,
KUBRA,Canada,"  We are a fast-growing and dynamic company offering customer experience management solutions to some of the largest utility, insurance and government entities…",software engineer,Java Software Engineer,full-time,"Remote in Mississauga, ON",2022-08-07,3.2,
Esparkify,Canada,  Experience in artificial intelligence (forecasting) &amp; data science is a plus. Programming experience with at least one modern language such as Python.,software engineer,Software developer - Full Stack Intern,undefined,"Remote in Vancouver, BC",2022-08-03,,18
amdocs,Canada,"  Troubleshoot, modify and engineer software solutions and configuration. Bring continuous improvements/efficiencies to software.",software engineer,Software Engineer,,"Toronto, ON",2022-07-17,3.8,
Cerebras Systems,Canada,"  Our latest system, the CS-2, has 850,000 linear algebra processors and can train brain-scale neural networks with up to 120 trillion parameters.",software engineer,Software &amp; Machine Learning Engineer (PEY 2023),,"Remote in Toronto, ON",2022-08-04,,
Tools group,Canada,  Agile Scrum methodology is followed to allow us to quickly develop efficient and robust software utilizing C# and Database (MS SQL) skills.,software engineer,Software Developer,,"Remote in Vancouver, BC",2022-08-10,,
LoKnow,Canada,  Degree or diploma in computer science or software engineering. Understanding of software design principles and patterns.,software engineer,Intermediate Software Developer (RainBarrel),undefined,"Hybrid remote in Edmonton, AB+1 location",2022-07-23,4.8,78000-95000
Harled Inc,Canada,"  Conduct tests and perform security and quality controls. Plan, design, write, modify, integrate and test Web-site related code.",software engineer,full stack developer,undefined,"Remote in Kitchener, ON",2022-08-15,,60000-80000
DappWorks Technology Inc.,Canada,"  Research, evaluate and synthesize technical information to design, develop and test computer-based systems.",software engineer,EMBEDDED SOFTWARE ENGINEER,undefined,"Richmond, BC",2022-07-17,,53
Canonical - Jobs,Canada,"  Charmed Operators enable developers to package software like databases, event queues, caches, observability tools, identity tools and more, right alongside the…",software engineer,Software Engineer (Python/Linux/Packaging),,"Remote in Vancouver, BC+4 locations",2022-07-17,,
Infineon Technologies,Canada,"  The candidate will be responsible for system engineering tasks associated with next generation Machine Learning (ML) products. Programming skills in C, and C++.",software engineer,Principal Engineer Software Engineering,full-time,"Richmond, BC",2022-08-16,4.0,
IXL Learning,Canada,  Bachelor's or advanced degree in computer science or a related discipline. This is a full-time position in our Toronto office with a hybrid work schedule.,software engineer,"Software Developer, New Grad",full-time,"Hybrid remote in Toronto, ON",2022-08-03,,
McGill University,Canada,  Experience with collaborative software development. Responsible for development and ongoing maintenance of scientific software;,software engineer,Research Software Developer,full-time,"Remote in Montréal, QC",2022-08-09,4.3,
We Do Laundry Services Inc.,Canada,"  Write, modify, integrate and test software code. Prepare reports, manuals and other documentation on the status, operation and maintenance of software.",software engineer,SOFTWARE DEVELOPER,undefined,"Vancouver, BC",2022-07-17,,45
BMO Financial Group,Canada,"  Typically 1-2 years of work experience in IT or business environment and/or B.S./B.A. in computer science, engineering, information systems, math or business.",software engineer,Software Developer (New or Recent Graduates),full-time,"Toronto, ON",2022-08-04,3.8,
VanHack,Canada,  Contribute to designing an efficient software development process to ensure working software is deployed. 3+ years required software testing experience.,software engineer,Software Engineer in Test,,"Vancouver, BC",2022-08-04,,
Galvanize,Canada,"  We do that by creating security, risk management, compliance, and audit software that uncovers fraud, waste, environmental risk, and abuse in their…",software engineer,Software Engineer (Frontend),full-time,"Vancouver, BC",2022-07-17,4.6,
GE Digital,Canada,"  You have at least 5+ years system administration and 3+ years of DevOps experience in one of the cloud environments (AWS, Azure or GCP).",software engineer,DevOps Engineer - Opus One Solutions,,Remote in Ontario,2022-08-09,3.3,
NOKIA,Canada,"  As Nokia's growth engine, we create value for communication service providers and enterprise customers by leading the transition to cloud-native software and as…",software engineer,Software Developer Co-op/Intern,full-time,"Hybrid remote in Ottawa, ON",2022-08-06,4.1,
Square,Canada,"  So we expanded into software and started building integrated, omnichannel solutions – to help sellers sell online, manage inventory, run a busy kitchen, book…",software engineer,"Software Engineer (Frontend), eCommerce",full-time,"Ottawa, ON",2022-07-17,3.7,
Forsta,Canada,"  Forsta is the new brand for the merged businesses of FocusVision and Confirmit &amp; Dapresy, and is a full-spectrum, Customer Experience and Research Technology…",software engineer,Full Stack Software Engineer (PHP),full-time,"Hybrid remote in Vancouver, BC",2022-07-17,,
VanHack,Canada,"  Experience with software engineering best practices (e.g. unit testing, peer reviews, design patterns). Use your knowledge of software engineering concepts to…",software engineer,Test Automation Engineer,undefined,"Vancouver, BC",2022-08-12,,70000
Square,Canada,"  2+ years of experience developing production software. Work closely with other engineers, designers, and product managers to design and build world-class…",software engineer,"Software Engineer (Fullstack/Frontend), Invoices - Bill Pay",full-time,"Toronto, ON",2022-07-17,3.7,
Walt Disney Animation Studios,Canada,"  0-1 Year(s) designing and developing complex user facing software, ideally in a studio environment. You will be responsible for evolving a mature suite of tools…",software engineer,Associate Software Engineer - Lighting &amp; Render Pipeline,,"Vancouver, BC",2022-08-08,,
Google,Canada,"  The Software Developer Internship program will give you an opportunity to work on complex computer science solutions, develop scalable, distributed software…",software engineer,"Software Developer Intern, Masters, Winter 2023",full-time,"Montréal, QC",2022-07-19,4.3,
Lucidea,Canada,"  Work and collaborate within a team of software engineers. Minimum 1 year software engineering experience. Design, develop, test, and support highly flexible…",software engineer,Software Engineer (C#/.Net),full-time,"Richmond, BC",2022-07-17,,
PCFIX Solutions Ltd,Canada,"  Research and evaluate a variety of software products. Write, modify, integrate and test software code. Prepare reports, manuals and other documentation on the…",software engineer,software developer,undefined,"Calgary, AB",2022-08-03,,40
"AMZN CAN Fulfillment Svcs, ULC",Canada,  Must have at least one semester/term/quarter of school left to complete after the end of the co-op. Co-ops who support this space will implement these reusable…,software engineer,Amazon Robotics - Software Development Engineer (SDE) Co-op...,full-time,"Toronto, ON+3 locations",2022-07-21,3.5,
Numerix,Canada,  Experience with building and supporting software for use in live production environments. The student will be a great addition to a team of 6 people who…,software engineer,Software Developer Co-op Internship- Backend,full-time,"Remote in Vancouver, BC",2022-07-27,,
Q2Hire Consulting Inc,Canada,"  Research and evaluate a variety of software products. Write, modify, integrate and test software code. Prepare reports, manuals and other documentation on the…",software engineer,programmer analyst,undefined,"Remote in Etobicoke, ON",2022-08-09,,40
MasterCard,Canada,  A hands-on leader with an entrepreneurial mindset and experience working through the challenges of a small and rapidly growing product or service company.,software engineer,Software Engineer Manager,full-time,"Hybrid remote in Toronto, ON",2022-08-02,4.0,
Emplifi,Canada,  Design and implement testing processes within the code base to improve quality and performance of the software. BA/BS in Computer Science or a related field.,software engineer,Software Engineer (C#),full-time,"Montréal, QC",2022-07-17,,
Collins Aerospace,Canada,"  Participate in definition, specification and design of software features. Work in a team and individually to develop software according to design and customer…",software engineer,Software Engineer (Hybrid),full-time,"Ottawa, ON",2022-07-17,3.6,
Instant Financial,Canada,  Experience with full-stack software development using ES6 JavaScript and NodeJS with a minimum of 3 years’ experience. Familiarity with consuming REST APIs.,software engineer,Full-Stack Software Engineer,undefined,"Remote in Montréal, QC",2022-08-09,,70000-120000
Citi,Canada,  Experience in systems analysis and programming of software applications. The Senior Software Engineer is an intermediate level position responsible for…,software engineer,Senior Software Engineer - Remote Ontario,full-time,"Remote in Mississauga, ON",2022-07-17,3.9,
SS&amp;C,Canada,"  Proven work experience in software development. Proven work experience in software quality assurance. Strong knowledge of software QA methodologies, tools and…",software engineer,Software QA Engineer (AV),full-time,"Remote in Toronto, ON",2022-08-05,3.2,
Aupera Technologies,Canada,"  A University Degree or Technical Diploma from an accredited institution in computer science, software engineering, or a combination of related education and…",software engineer,Software Engineer,,"Vancouver, BC",2022-07-17,,
Collins Aerospace Canada,Canada,"  Participate in definition, specification and design of software features. Work in a team and individually to develop software according to design and customer…",software engineer,Junior Software Engineer (hybrid),,"Ottawa, ON",2022-07-31,3.6,
Dremio,Canada,  10+ years of experience developing production level software. Dremio's SQL Lakehouse Platform simplifies data engineering and eliminates the need to copy and…,software engineer,Principal Software Engineer,,"Remote in Toronto, ON",2022-08-16,,
BIG TIME IT SOLUTIONS INC.,Canada,"  Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and…",software engineer,software engineer,undefined,"Surrey, BC",2022-07-17,,52.88
VanHack,Canada,  Eager to learn and own the software you write. Developing backend software with a security-first approach (OWASP). Familiarity with the SOLID principles.,software engineer,Full Stack Engineer,undefined,"Toronto, ON",2022-08-04,,120000
Workday,Canada,"  2-10 years of professional software development experience leading, designing and implementing scalable enterprise software, components, frameworks, web…",software engineer,Software Application Engineer- TWO immediate openings!,full-time,"Vancouver, BC",2022-07-17,4.0,
Veeva Systems,Canada,  Software Engineers will contribute to the technical design and implementation of product features for various products at Veeva.,software engineer,Software Engineer - Java,,"Remote in Toronto, ON",2022-07-17,,
Ciena,Canada,  Improve the overall developer experience for Ciena engineers. A passion for mentoring and coaching other engineers.,software engineer,Full Stack Software Engineer,full-time,"Ottawa, ON",2022-07-26,3.9,
Coastpak Industrial,Canada,"  Develop Website architecture and determine hardware and software requirements. Create and optimize content for Website using a variety of graphics, database,…",software engineer,Web developer,undefined,"Langley, BC",2022-08-16,,33.50
BlackBerry,Canada,"  Develop new software for automotive and enterprise use cases. Collaborate with other team members, receiving and providing feedback on software design,…",software engineer,Software Developer I,full-time,"Waterloo, ON+1 location",2022-08-09,4.0,
MWDPlanet and Lumen Corp,Canada,"  Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and…",software engineer,embedded software engineer,undefined,"Remote in Rocky View, AB",2022-07-17,,60000-80000
Fig Finance,Canada,  Currently enrolled in or recent graduates of bachelor's degree in computer science or similar discipline. In-office or remote depending on candidate location.,software engineer,Software Developer Intern,full-time,"Vancouver, BC",2022-08-07,,
"Yardi Systems, Inc.",Canada,  NET developer to our growing team in Saskatoon responsible for a comprehensive market intelligence platform aiding real estate investors making business…,software engineer,Software Development Engineer I,full-time,"Saskatoon, SK+1 location",2022-07-22,4.0,
opentext,Canada,"  Experience with the full software development lifecycle. You are responsible for design, implementation, and delivery of features involving multiple engineers…",software engineer,Software Engineer,,"Mississauga, ON",2022-08-06,3.5,
Uber,Canada,"  At least five (3-5) years of software engineering experience. Some of the things our engineers are working on are in the first iteration, which means that you…",software engineer,Software Engineer II Backend (Mobility),full-time,"Toronto, ON",2022-08-04,3.6,
R D K Marketing Solutions Ltd,Canada,"  Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and…",software engineer,computer software engineer,undefined,"Surrey, BC",2022-07-17,,52.90
Super GeoAI Technology Inc.,Canada,  Research and evaluate a variety of software products. Program special effects software for film and video applications.,software engineer,computer programmer,undefined,"Remote in Calgary, AB",2022-07-25,,39.83
SEVEN HILLS GROUP TECHNOLOGIES INC.,Canada,  Paid time off (volunteering or personal days).,software engineer,"ENGINEER, SOFTWARE",undefined,"Burnaby, BC",2022-07-19,,106000
Nucleo Digital,Canada,"  Degree in computer science or engineering. A successful candidate will bring deep analytical ability, software engineering expertise, and the ability to deliver…",software engineer,Full Stack Engineer,contract,"Toronto, ON",2022-08-10,,
SnapTravel,Canada,"  Enjoy rewards, and travel discounts using SnapTravel. Work on projects that have instant impact, with most engineers advancing code to production within their…",software engineer,Senior Backend Software Engineer (Remote),full-time,"Remote in Calgary, AB+3 locations",2022-08-11,,
Professional Quality Assurance Ltd.,Canada,"  Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and…",software engineer,software testing engineer,undefined,"Regina, SK+1 location",2022-08-05,3.1,95000-100000
A+ IT Solutions Ltd.,Canada,  Mapping and data visualization software. Willing to travel for extended periods. Research and evaluate a variety of software products.,software engineer,software developer,undefined,"Edmonton, AB",2022-07-23,,38.50
LEADING EDGE SEO INC.,Canada,"  Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and…",software engineer,software testing engineer,undefined,"Milton, ON",2022-08-03,,91000
MUFG,Canada,"  Advance best practice credit portfolio risk management (e.g. Economic Capital Modeling, Stress Test Modeling, Credit Risk Appetite &amp; Concentration Limits, Early…",software engineer,Credit Risk Software Engineer,,"Remote in Toronto, ON",2022-08-10,3.4,
"NorthCode Technology, Inc.",Canada,"  Write, modify, integrate and test software code. Prepare reports, manuals and other documentation on the status, operation and maintenance of software.",software engineer,software developer,undefined,"Vancouver, BC",2022-07-28,,80000-100000
Figure 1,Canada,  You are comfortable working with product teams and other stakeholders to ideate software solutions. The Product department and its team members play a crucial…,software engineer,Backend Engineer,full-time,"Remote in Toronto, ON",2022-07-28,,
AG SOLUTIONS GROUP,Canada,"  Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and…",software engineer,"engineer, software",undefined,"Toronto, ON",2022-07-17,,47-52
Verifone,Canada,"  Utilizes software engineering tools such as configuration management systems, build processes, and debuggers in the software development process.",software engineer,QRT Sr Software Engineer,,"Mississauga, ON",2022-08-16,3.4,
Accenture,Canada,"  The Software Engineering Consultant is responsible for modeling, verifying, and implementing projects. Translate system requirements into design specifications.",software engineer,Software Engineering Consultant,full-time,"Toronto, ON",2022-08-12,4.0,
"Amazon Web Services Canada, In",Canada,  Experience in mentoring junior software engineers in all aspects of software development. Expérience de la programmation avec au moins un langage de…,software engineer,Software Development Engineer,full-time,"Toronto, ON+3 locations",2022-08-11,,
Dremio,Canada,"  You - while guiding engineers with implementation, reviews and use cases - will also play a strategic role in enhancing backend platform, APIs, frontend needs.",software engineer,Principal Software Engineer - Cloud,,"Remote in Toronto, ON",2022-08-16,,
VanHack,Canada,"  You are a strong communicator, and you can explain complex technical concepts to designers, support, and other engineers without a problem.",software engineer,Senior Software Engineer/ IOS,,"Remote in Toronto, ON+1 location",2022-08-16,,
NCR,Canada,"About NCR NCR Corporation (NYSE: NCR) is a leading software- and services-led enterprise provider in the financial, retail and hospitality industries. NCR is…",software engineer,Software Engineer,full-time,"Waterloo, ON",2022-07-17,3.5,
ATS Automation Tooling Systems Inc.,Canada,"  Duties involve interfacing with users to develop and document software requirements, developing design concepts, software design and development, integration of…",software engineer,Software Developer Co-op,internship,"Cambridge, ON",2022-08-11,3.1,
Autodesk,Canada,"  Experience with Python Data science libraries (NumPy, Pandas, Scipy, Scikit-learn, TensorFlow/Py torc, etc). Advanced understanding of Python for data science.",software engineer,Machine Learning Engineer 2,full-time,"Remote in Toronto, ON",2022-08-12,4.1,
KPMG,Canada,  Prior work experience in a Consulting/Architecture position within a software and/or services company an asset. Significant experience working in Azure.,software engineer,Cloud Engineer (Contract),contract,"Hybrid remote in Toronto, ON",2022-08-06,3.9,
Grassland Ventures,Canada,"  Experience using project management software, specifically Jira. This includes participating in the development of internal and customer facing software systems…",software engineer,Frontend Developer,undefined,"Regina, SK",2022-08-09,,65000-90000
Jonas Software,Canada,"  Experience developing at least one large/enterprise front-end application that uses state management (e.g., Redux, NgRx).",software engineer,Software Developer,full-time,+2 locationsRemote,2022-08-11,3.2,
ALPHA CONSULTANTS,Canada,  Website creation and management software. Develop Website architecture and determine hardware and software requirements. Prepare mock-ups and storyboards.,software engineer,Web site developer,undefined,"North York, ON",2022-08-16,,15-18
Electronic Arts,Canada,"  Stay up-to-date with the latest hardware &amp; software changes enhancing the rendering domain. They are working with designers, artists and other engineers to…",software engineer,Rendering Software Engineer - Advanced Technology Group,full-time,"Vancouver, BC",2022-08-16,3.8,
Burnaby Print Ltd.,Canada,"  Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and…",software engineer,"engineer, software",undefined,"Burnaby, BC",2022-07-17,,53
Innovapost,Canada,  Proven experience within large-scale projects delivering cross-functional components from software to middleware and infrastructure.,software engineer,DevOps Engineer,,"Ottawa, ON",2022-08-14,3.5,
Air Miles,Canada,  Develop moderate complexity to highly complex software solutions in support of business requirements and in accordance with predetermined software solution…,software engineer,Frontend Engineer (React),full-time,"Temporarily Remote in Toronto, ON",2022-07-17,3.5,
Spare Labs,Canada,  Educate other engineers on automation best practices; Interest or experience in working with software as a service (SaaS);,software engineer,Automation Engineer (remote optional),full-time,"Remote in Vancouver, BC",2022-07-23,,
Scadea Software Solutions Inc,Canada,"  Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and…",software engineer,software developer,undefined,"Oakville, ON",2022-07-17,,115000
Embedded Sense Inc.,Canada,"  Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and…",software engineer,Embedded software engineer,undefined,"Mississauga, ON",2022-07-17,,46.15
AgencyAnalytics,Canada,"  You have the ability to communicate with other engineers, while building trust, credibility, and mutual success across teams.",software engineer,"Senior Frontend Engineer, Reporting",full-time,Remote,2022-08-16,3.7,
Invita Healthcare Technologies,Canada,"  Ability to travel on a flexible schedule. Between 1 to 3 years of experience in software development, quality assurance or a related role.",software engineer,Associate Software Engineer,undefined,"Ottawa, ON",2022-08-04,,64000-68000
Papa Technology Inc.,Canada,  Research and evaluate a variety of software products. Program special effects software for film and video applications.,software engineer,"developer, software",undefined,"Delta, BC",2022-08-04,,43.50
Positron Access Solution Corp.,Canada,  Computer hardware or software retailer/wholesaler. Collect and document user's requirements and develop logical and physical specifications.,software engineer,embedded software engineer,undefined,"Mont-royal, QC",2022-07-17,,75000-140000
NOKIA,Canada,  At least 4 years experience working with Java and beyond in a Unix/Linux environment. Good understanding of software development lifecycles based on AGILE mode…,software engineer,Software Development Engineer,,"Ottawa, ON+1 location",2022-07-17,4.1,
Penny AI,Canada,"  Come work with a multi-disciplinary team of software engineers, product managers, designers, and data scientists building enterprise software solutions.",software engineer,Backend Engineer,undefined,"Vancouver, BC",2022-07-17,,90000-110000
SpaceBridge Inc.,Canada,"  Write, modify, integrate and test software code. Develop data, process and network models to optimize architecture and to evaluate the performance and…",software engineer,embedded software engineer,undefined,"Saint-Laurent, QC",2022-08-03,,60000-95000
Royal Bank of Canada,Canada,  Design and Help productionize applications using cloud based technologies. Work closely with business stakeholders to ensure successful design and development.,software engineer,Software Developer,full-time,"Toronto, ON+2 locations",2022-08-09,4.0,
MasterCard,Canada,"  Experience in software engineering field. Provides support of applications software through programming, analysis, design, development, and delivery of software…",software engineer,Senior Software Engineer,full-time,"Hybrid remote in Toronto, ON+1 location",2022-08-12,4.0,
Genesys,Canada,"  Proactively identify issues and improvement opportunities and follow up on them. You will work with both established and cutting-edge technologies like Java,…",software engineer,Software Developer,,"Temporarily Remote in Markham, ON",2022-08-09,3.7,
